产品名称,企业名称,主轴转速,X行程,XYZ定位精度,XYZ重复定位精度,AC定位精度,AC重复定位精度,采集来源,来源链接,采集时间,备注
数控冲床,长沙机械设备有限公司,500,1100,±0.022,±0.012,±0.035,±0.020,湖南省机械行业协会,http://www.hunanmachine.org,,
数控车床,青岛华美机床有限公司,9500,1400,±0.01,±0.005,±0.022,±0.007,青岛市机械工程协会,http://www.qdmech.com,,
数控电火花机,上海电火花有限公司,3000,900,±0.017,±0.008,±0.023,±0.012,电火花加工研究中心,http://www.edehuohua.org,,
数控激光切割机,南昌光电科技有限公司,18000,3500,±0.007,±0.003,±0.015,±0.008,江西省光电行业协会,http://www.nanchanglaser.org,,
数控车床,石家庄数控制造有限公司,9000,1300,±0.02,±0.008,±0.025,±0.013,河北省数控协会,http://www.sjzcnc.org.cn,,
数控木工机械,合肥木工机械有限公司,5200,1100,±0.020,±0.016,±0.022,±0.014,安徽省木材机械研究中心,http://www.ahwood.org,,
数控冲床,温州机械设备有限公司,650,1200,±0.019,±0.009,±0.025,±0.012,浙江省机械工业发展促进会,http://www.wenzhoumachine.com,,
数控铣床,昆山星光机械有限公司,12000,950,±0.008,±0.004,±0.016,±0.008,江苏省机械设备制造协会,https://www.jsme.org,,
数控激光切割机,上海激光科技有限公司,7000,2000,±0.015,±0.007,±0.020,±0.010,上海市激光行业协会,https://www.slashangh.com,,
数控水刀切割机,重庆水刀科技有限公司,10000,1600,±0.005,±0.002,±0.018,±0.009,重庆市刀具协会,http://www.cqtool.org,,
数控冲床,沈阳冲压技术股份有限公司,500,1400,±0.030,±0.015,±0.035,±0.020,辽宁省机器制造协会,http://www.lnmachinery.org,,
数控车床,徐州数控技术有限公司,7500,1150,±0.012,±0.005,±0.022,±0.011,江苏省科技局,http://www.jstl.gov.cn,,
数控磨床,天津精密机床制造有限公司,6500,900,±0.011,±0.006,±0.029,±0.013,天津市机械工程协会,https://www.tjme.org,,
数控折弯机,广州宏达机械制造有限公司,3200,1300,±0.020,±0.010,±0.027,±0.014,广州机械工业协会,http://www.gzmachines.org,,
数控雕刻机,南昌雕刻设备有限公司,12000,800,±0.009,±0.005,±0.017,±0.008,南昌市机械协会,https://www.ncma.org,,
数控焊接机,成都焊接设备有限公司,5000,1100,±0.020,±0.010,±0.022,±0.012,四川省机械工程学会,http://www.scmachinery.org,,
数控线切割机,佛山线切割科技有限公司,6000,1300,±0.018,±0.009,±0.023,±0.015,广东省机械工业协会,https://www.guangdongmachinery.org,,
数控喷涂机,杭州喷涂设备有限公司,8000,700,±0.010,±0.004,±0.019,±0.007,浙江省工业和信息化局,http://www.zjinfo.gov.cn,,
数控开料机,合肥数控制造有限公司,4000,1500,±0.015,±0.008,±0.020,±0.011,安徽省工程机械协会,http://www.ahmeca.org,,
数控激光打标机,无锡激光设备有限公司,8300,600,±0.007,±0.002,±0.015,±0.006,江苏省激光技术研究所,http://www.jslaser.org,,
数控电火花机,济南机电设备有限公司,3500,900,±0.025,±0.014,±0.030,±0.018,山东省机械行业协会,http://www.sdmachinery.org,,
数控理疗机,北京理疗科技有限公司,6000,1000,±0.016,±0.007,±0.024,±0.012,北京市医疗器械协会,http://www.bjmedical.org,,
数控磨床,南京精工机床有限公司,9000,750,±0.013,±0.006,±0.021,±0.010,南京市塑料机械协会,http://www.nanjingplastic.org,,
数控切割机,天津现代机床有限公司,5000,1400,±0.007,±0.003,±0.026,±0.007,天津市设备制造联盟,http://www.tjmanufacturing.org,,
数控电铣床,鄂尔多斯数控设备有限公司,15000,800,±0.006,±0.003,±0.014,±0.005,内蒙古机电工程协会,http://www.immachinery.org,,
数控铣床,杭州锐意机械有限公司,7500,1000,±0.008,±0.004,±0.020,±0.009,浙江省机床行业协会,https://www.zjmachi.com,,
数控激光切割机,南京激光科技有限公司,12000,1500,±0.015,±0.006,±0.028,±0.013,江苏省激光技术研究中心,https://www.jslaser.org,,
数控折弯机,沈阳精工机械制造公司,4000,1300,±0.020,±0.010,±0.025,±0.014,辽宁省机械协会,https://www.lnma.org.cn,,
数控电火花机,合肥电加工设备有限公司,6000,800,±0.018,±0.007,±0.022,±0.011,中国电火花专业委员会,https://www.edm.org.cn,,
数控车床,天津机械自动化有限公司,9000,1100,±0.014,±0.005,±0.019,±0.010,天津机械工程研究院,https://www.tjme.org,,
数控切割机,重庆市现代机床厂,8500,1400,±0.022,±0.012,±0.030,±0.019,重庆机械行业发展论坛,https://www.cqmachine.com,,
数控线切割机,郑州高新技术机械有限公司,7500,950,±0.016,±0.008,±0.021,±0.007,河南省技术创新中心,https://www.henaninnovation.gov.cn,,
数控镗床,汕头市机床厂,5000,1350,±0.020,±0.011,±0.026,±0.014,广东省机械协会,https://www.gdmachinery.com,,
数控激光切割机,武汉光电科技有限公司,16000,1550,±0.013,±0.005,±0.018,±0.008,湖北光电科技协同会,https://www.hubeioptics.org,,
数控铣床,福州数控设备有限公司,6700,1200,±0.017,±0.007,±0.023,±0.012,福建省机器工业协会,https://www.fujianmachinery.org,,
数控车床,南昌数控科技有限公司,9200,1800,±0.011,±0.004,±0.024,±0.018,江西省机床行业信息网,https://www.jxmachinery.com,,
高精度数控机床,西宁华西机械有限公司,11000,1300,±0.009,±0.003,±0.017,±0.006,青海省现代化机械协会,https://www.qhmm.com,,
数控木工机械,桂林木工装备有限公司,4800,1250,±0.021,±0.015,±0.029,±0.017,广西木材工业协会,https://www.gxwood.com,,
数控放电机,包头电加工设备有限公司,7000,900,±0.012,±0.004,±0.020,±0.009,内蒙古机电工业协会,http://www.imhme.org,,
数控冲床,成都高精度设备有限公司,400,1100,±0.023,±0.013,±0.031,±0.019,四川省科技厅,https://www.sctech.gov.cn,,
数控高速切割机,苏州高速机床有限公司,22000,850,±0.006,±0.002,±0.012,±0.005,江苏省机械设备研究办公室,https://www.jsmachine.org,,
数控加工中心,上海机电有限公司,12000,1000,±0.008,±0.004,±0.02,±0.009,上海市机械产业协会,https://www.shmca.org,,
数控铣床,长沙精密工具有限公司,4000,800,±0.015,±0.005,±0.018,±0.007,湖南省机械工程协会,http://www.hnmea.org,,
数控激光切割机,北京激光科技有限公司,None,2000,±0.005,±0.002,±0.01,±0.003,中国激光行业协会,https://www.clia.org.cn,,
数控车床,南京数控设备有限公司,7500,1500,±0.012,±0.006,±0.022,±0.011,江苏省机械信息中心,https://www.jsmachineinfo.cn,,
数控冲床,武汉机床制造厂,500,1200,±0.03,±0.015,±0.035,±0.017,湖北省机械工程学会,http://www.hbme.org.cn,,
数控电火花机,天津电加工设备有限公司,2000,600,±0.02,±0.008,±0.012,±0.005,天津市电加工协会,http://www.tjdj.com,,
数控折弯机,广州金属成形设备有限公司,None,1600,±0.015,±0.007,±0.02,±0.01,广东省机械制造协会,http://www.gdmachine.org,,
数控磨床,成都磨具设备厂,8200,900,±0.01,±0.003,±0.015,±0.006,四川省机械协会,https://www.scma.org.cn,,
高速数控铣床,郑州数控机械有限公司,18000,1000,±0.009,±0.004,±0.017,±0.008,河南省机械装备协会,http://www.hnmachines.org,,
数控多轴机床,哈尔滨机械创新科技园,5000,1200,±0.015,±0.006,±0.022,±0.009,黑龙江省机械工程学会,http://www.hljme.org.cn,,
数控水刀机,宁波水刀科技有限公司,9500,1300,±0.013,±0.006,±0.019,±0.008,浙江省机械相关协会,https://www.zjxq.org,,
数控转塔铣床,西安转塔机床有限公司,7000,1100,±0.02,±0.010,±0.025,±0.013,陕西省机械协会,http://www.sxma.net,,
数控滚齿机,深圳齿轮机床有限公司,6000,800,±0.018,±0.007,±0.022,±0.011,广东省机床行业协会,http://www.gdjg.com,,
复合机床,福州机床科技有限公司,12000,1400,±0.014,±0.008,±0.021,±0.010,福建省机械工程学会,http://www.fjme.org.cn,,
数控刀具磨床,沈阳刀具开发有限公司,7500,600,±0.016,±0.005,±0.020,±0.009,辽宁省机器行业协会,http://www.lnmi.org.cn,,
数控立车,淄博数控科技有限公司,4500,900,±0.015,±0.007,±0.028,±0.013,山东省机械制造协会,http://www.sdmechina.org,,
数控喷砂机,南昌喷砂设备有限公司,None,700,±0.02,±0.006,±0.015,±0.010,江西省粉体行业协会,http://www.jxpowder.org.cn,,
数控钻孔机,温州小型机械有限公司,3000,500,±0.013,±0.007,±0.022,±0.012,浙江省机械制造协会,http://www.zjmmc.org,,
数控铣床,成都国家机床有限公司,5000,800,±0.012,±0.005,±0.02,±0.009,成都市科技局,https://www.cd.gov.cn,,
数控激光切割机,上海激光工业科技有限公司,7000,1200,±0.008,±0.004,±0.015,±0.007,上海市机械行业协会,http://www.shmech.org,,
数控折弯机,南京机床厂,3800,1500,±0.020,±0.01,±0.028,±0.013,江苏省科技协会,https://www.jssta.org.cn,,
数控钻床,沈阳机床股份有限公司,4500,900,±0.015,±0.006,±0.020,±0.008,沈阳市工业研究院,http://www.shenyang.gov.cn,,
数控车床,杭州强力机械设备有限公司,12000,1000,±0.010,±0.004,±0.018,±0.005,浙江省机械设计院,http://www.zjmda.com,,
数控磨床,武汉精机科技有限公司,9000,800,±0.009,±0.003,±0.022,±0.008,武汉机械研究院,http://www.wuhanjichuang.com,,
数控雕刻机,西安机器制造股份有限公司,6000,1200,±0.014,±0.005,±0.017,±0.007,陕西省科学技术厅,http://www.sxst.gov.cn,,
数控冲床,天津丰财自动化科技有限公司,750,1100,±0.030,±0.015,±0.03,±0.014,天津市机电工程协会,http://www.tianjinmech.org,,
数控线切割机,青岛华盛电气有限公司,3000,1500,±0.020,±0.010,±0.025,±0.015,山东省电子信息技术协会,http://www.sdjiet.org,,
数控电火花机床,哈尔滨机械科技公司,2500,800,±0.040,±0.020,±0.030,±0.015,黑龙江省机械工业协会,http://www.hljmachine.org,,
数控销钉机,南昌社思工业设备有限公司,5200,1300,±0.016,±0.009,±0.024,±0.012,江西省制工科技交流协会,http://www.jxmech.org,,
数控磨削机,福州先进材料有限公司,8500,950,±0.011,±0.005,±0.020,±0.012,福建省高科技产业协会,http://www.fjhitech.org,,
数控切割机,兰州发展有限公司,4000,1400,±0.018,±0.004,±0.027,±0.008,甘肃省机械协会,http://www.gansu.gov.cn,,
数控微型车床,南京微精机床厂,15000,600,±0.010,±0.003,±0.015,±0.007,江苏省机床工程师协会,https://www.njmech.cn,,
数控泡沫切割机,合肥机电制造公司,2000,1200,±0.030,±0.013,±0.035,±0.016,安徽省工商业联合会,http://www.ahcc.org.cn,,
数控铣削机,山西机械发展有限公司,7000,900,±0.020,±0.011,±0.024,±0.011,山西省科技厅,http://www.sxst.gov.cn,,
数控自动化机床,昆明机械制造有限公司,12000,1100,±0.009,±0.006,±0.019,±0.009,云南省机电协会,http://www.ynmech.org,,
数控铣床,成都金属切削有限公司,5000,1300,±0.012,±0.006,±0.02,±0.01,四川省机械协会,https://www.scmachinery.org,,
数控电火花机,上海电加工机械厂,3000,600,±0.005,±0.002,±0.01,±0.004,上海机械工业协会,http://www.shmech.org,,
数控车床,天津精密工艺有限公司,12000,1000,±0.015,±0.007,±0.022,±0.009,天津市机械制造技术中心,https://www.tjxmtc.gov.cn,,
数控激光切割机,深圳激光科技有限公司,4000,1800,±0.008,±0.003,±0.015,±0.007,全国激光协会,https://www.laserindustry.org,,
数控折弯机,南京数控设备有限公司,3500,900,±0.020,±0.011,±0.027,±0.013,江苏省机械制造业协会,https://www.jiangsu-machine.org,,
数控电动刀具,郑州刀具制造有限公司,7500,800,±0.014,±0.006,±0.018,±0.009,河南省机械工业数据中心,https://www.hnmi.org,,
数控平面磨床,无锡高精度机械有限公司,5000,1500,±0.009,±0.004,±0.022,±0.008,全国磨床技术协会,https://www.grindtech.org,,
数控滚齿机,青岛机床厂,2000,1200,±0.017,±0.005,±0.027,±0.011,青岛机械制造协会,http://www.qdmech.org,,
数控脉冲机,长春数控科技有限公司,5500,1000,±0.012,±0.006,±0.016,±0.007,吉林省科技厅,http://www.jilst.gov.cn,,
数控电焊机,哈尔滨焊接设备有限公司,7200,1250,±0.010,±0.004,±0.023,±0.009,黑龙江省焊接协会,https://www.hljwelder.org,,
高精度冲床,南昌冲压机械有限公司,500,1350,±0.030,±0.015,±0.035,±0.018,江西省机械工程协会,https://www.jxme.org,,
数控线切割机,福州线切割技术有限公司,2000,1400,±0.006,±0.002,±0.012,±0.004,福建省切割工业协会,http://www.fjcutting.org,,
数控激光机,杭州激光设备有限公司,10000,1600,±0.007,±0.003,±0.018,±0.005,浙江省激光技术研究所,https://www.zjlaser.org.cn,,
数控砂轮机,洛阳磨具制造有限公司,8500,900,±0.020,±0.010,±0.025,±0.012,河南省磨具行业协会,http://www.hn-grinding.org,,
多轴数控机床,武汉多轴精密机械有限公司,4000,1500,±0.011,±0.005,±0.020,±0.010,湖北省机械协会,http://www.hbmachine.org,,
精密数控铣床,昆明高精科技有限公司,6000,1300,±0.008,±0.002,±0.018,±0.006,云南省机械技术协会,http://www.ynmach.org,,
数控面板机,合肥先进制造有限公司,6500,900,±0.015,±0.007,±0.019,±0.008,安徽省制造业协会,http://www.ahma.org.cn,,
数控车床,北京华东机械有限公司,7500,1500,±0.012,±0.005,±0.02,±0.008,北京市机械制造行业协会,https://www.bjmech.org,,
数控铣床,杭州发展机床厂,6000,1000,±0.015,±0.007,±0.022,±0.011,浙江省机械工业协会,http://www.zjmech.org,,
数控激光切割机,四川利达激光技术有限公司,12000,2000,±0.01,±0.004,±0.018,±0.009,四川省激光学会,http://www.sclasers.org,,
数控冲床,武汉精密设备有限公司,900,800,±0.02,±0.01,±0.03,±0.015,湖北省机械行业协会,https://www.hbmech.org,,
数控电火花加工机,天津电气设备有限公司,4000,600,±0.018,±0.009,±0.025,±0.013,天津市加工协会,http://www.tjmachining.org,,
数控平面磨床,南京磨具股份有限公司,5000,1400,±0.014,±0.008,±0.02,±0.010,江苏省磨具协会,https://www.jsmachines.org,,
数控折弯机,郑州金属加工有限公司,3200,1200,±0.025,±0.012,±0.028,±0.016,河南省金属制造协会,https://www.hnmetals.org,,
数控绳锯机,重庆石材机械有限公司,4500,1300,±0.020,±0.011,±0.030,±0.017,重庆市机械工业协会,http://www.cqmech.org,,
数控水刀机,厦门水切割科技有限公司,8500,1600,±0.016,±0.008,±0.024,±0.012,福建省水切割协会,http://www.fjsuicut.org,,
高精度数控车床,上海工具机厂,10000,1800,±0.008,±0.004,±0.015,±0.006,上海市机械制造业协会,https://www.shmech.org,,
数控电锯,温州工艺机械有限公司,3000,1600,±0.01,±0.007,±0.025,±0.014,浙江省机械工程学会,https://www.zjmechnology.org,,
数控光纤激光切割机,西安光纤科技有限公司,11000,3000,±0.009,±0.004,±0.016,±0.008,陕西省激光工程协会,http://www.sxlaser.org,,
数控削边机,柳州塑料机械有限公司,5000,900,±0.02,±0.011,±0.022,±0.015,广西省塑料工业协会,http://www.gxplastic.org,,
数控焊接机,沈阳焊接技术有限公司,1000,1200,±0.03,±0.015,±0.02,±0.01,辽宁省焊接协会,http://www.lnhj.org,,
数控木工机,南昌木工机器有限公司,3500,1250,±0.027,±0.014,±0.034,±0.018,江西省木工行业协会,http://www.jxwoodmachine.org,,
数控提升机,合肥自动化设备有限公司,3000,1500,±0.05,±0.025,±0.045,±0.021,安徽省自动化协会,http://www.ahautomation.org,,
数控切割机,哈尔滨机械制造有限公司,7000,1100,±0.018,±0.009,±0.027,±0.013,黑龙江省机械行业协会,http://www.hlmech.org,,
数控铣床,上海机床厂,12000,800,±0.008,±0.004,±0.015,±0.006,上海市机械行业协会,https://www.shmachinery.org,,
数控车床,广州市数控设备有限公司,7000,1500,±0.014,±0.005,±0.022,±0.010,广东省机械制造协会,http://www.gdmm.org,,
数控激光切割机,北京光电技术有限公司,10000,2000,±0.012,±0.005,±0.020,±0.007,中国光学学会,https://www.chinaoptics.org.cn,,
数控水切割机,重庆水刀科技有限公司,8000,1800,±0.020,±0.009,±0.028,±0.014,四川省水切割行业协会,http://www.sqwita.org,,
数控折弯机,哈尔滨机械有限公司,4000,1200,±0.025,±0.012,±0.045,±0.020,黑龙江省机械行业协会,http://www.hljmachinery.com,,
