日期,地区,铁路站点,铁路线路,发送目的地,旅客发送量,单位,采集来源,来源链接,采集时间,备注【疑问汇总】
2024-09-25,南昌,南昌西站,昌福高铁、合宁高铁,福州、上海等,120.4,万人,江西省交通运输厅,http://jtt.jiangxi.gov.cn/,,
2024-06-15,合肥,合肥南站,合宁高铁、合安高铁,南京、安庆等,160.2,万人,安徽省交通运输厅,http://jtt.ah.gov.cn/,,
2024-11-01,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,220.0,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-10-15,成都,成都站,成渝高铁,重庆、贵阳等,145.3,万人,四川省交通运输厅,https://sct.gov.cn,,
2024-09-20,西安,西安北站,徐兰高铁,兰州、北京等,97.8,万人,陕西省铁路局,https://www.shaanxi.gov.cn,,
2023-12-15,武汉,武汉站,武广高铁,广州、长沙等,310.5,万人,湖北省交通运输厅,https://www.hubei.gov.cn,,
2024-05-01,深圳,深圳北站,广深高铁,香港、广州等,200.0,万人,深圳市交通局,https://www.sz.gov.cn,,
2024-06-30,天津,天津西站,京津城际,北京、唐山等,150.0,万人,天津市交通运输委员会,https://www.tianjin.gov.cn,,
2024-04-10,哈尔滨,哈尔滨西站,哈大高铁,沈阳、吉林等,110.0,万人,黑龙江省交通运输厅,https://www.hlj.gov.cn,,
2024-03-05,广州,广州南站,广深高铁,上海、北京等,420.0,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2023-08-18,南京,南京南站,宁杭高铁,杭州、上海等,180.0,万人,江苏省交通运输厅,https://jst.gov.cn,,
2024-10-10,重庆,重庆北站,渝贵高铁,贵阳、成都等,130.5,万人,重庆市交通委员会,https://www.cq.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,250.0,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-09-30,广州,广州东站,广茂高铁、广深高铁,深圳、珠海等,205.5,万人,广州市交通局,http://www.gzjt.gov.cn,,
2024-10-01,成都,成都东站,成渝高铁,重庆、贵阳等,312.7,万人,四川省交通运输厅,http://jt.sc.gov.cn,,
2024-09-29,武汉,武汉站,汉口高铁、京广高铁,北京、上海等,467.9,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-10-02,西安,西安北站,西成高铁、京广高铁,北京、成都等,220.3,万人,陕西省交通厅,http://transport.shaanxi.gov.cn,,
2024-10-01,沈阳,沈阳北站,沈大高铁、京哈高铁,大连、北京等,187.1,万人,辽宁省交通运输厅,http://jt.ln.gov.cn,,
2024-09-28,杭州,杭州东站,杭甬高铁,宁波、南昌等,145.5,万人,浙江省交通运输厅,http://www.zjt.gov.cn,,
2024-10-03,济南,济南西站,高铁齐鲁、济青高铁,青岛、北京等,130.4,万人,山东省交通运输厅,http://jt.shandong.gov.cn,,
2024-10-01,福州,福州站,福厦高铁,厦门、上海等,112.3,万人,福建省交通运输厅,http://www.fujian.gov.cn/jt,,
2024-09-29,哈尔滨,哈尔滨东站,哈大高铁、京哈高铁,大连、北京等,98.0,万人,黑龙江省交通运输厅,http://www.hlj.gov.cn,,
2024-10-02,上海,上海虹桥站,沪昆高铁、京沪高铁,武汉、南京等,215.4,万人,中国铁路总公司,https://www.china-railway.com.cn,,
2024-11-15,广州,广州东站,广珠城际、广深高铁,珠海、深圳等,128.9,万人,广州市交通委员会,http://www.gz.gov.cn,,
2024-10-05,成都,成都东站,成渝高铁,重庆、贵阳等,87.2,万人,四川省铁路局,http://www.sc.gov.cn,,
2024-09-28,杭州,杭州东站,杭甬高铁、沪昆高铁,宁波、上海等,142.3,万人,浙江日报,http://www.zj.gov.cn,,
2023-10-20,南京,南京南站,宁杭高铁、京沪高铁,北京、上海等,175.6,万人,南京市交通运输局,http://www.nanjing.gov.cn,,
2024-12-01,西安,西安北站,西成高铁、京广高铁,北京、郑州等,98.4,万人,陕西省交通厅,http://www.shaanxi.gov.cn,,
2024-10-10,武汉,武汉站,汉口至郑州高铁,郑州、合肥等,213.5,万人,武汉市交通委员会,http://www.wuhan.gov.cn,,
2023-11-25,天津,天津站,津北京城际,北京、石家庄等,54.6,万人,天津市政府,http://www.tianjin.gov.cn,,
2024-10-30,沈阳,沈阳北站,沈大高铁,大连、哈尔滨等,120.0,万人,辽宁省交通厅,http://www.liaoning.gov.cn,,
2024-09-15,福州,福州站,福厦高铁,厦门、郑州等,77.3,万人,福建省交通运输厅,http://www.fujian.gov.cn,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪昆高铁,南京、昆明等,215.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,成都,成都东站,成渝高铁,重庆、贵阳等,150.4,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2023-10-01,西安,西安北站,西安高铁,北京、洛阳等,97.8,万人,陕西省铁路局,http://sr.gov.cn/,,
2024-10-01,武汉,武汉站,汉口-郑州高铁,郑州、合肥等,123.5,万人,中国铁路武汉局,https://www.wuhanrailway.gov.cn/,,
2023-10-01,广州,广州站,广深铁路,香港、珠海等,310.7,万人,广东省交通运输厅,http://jtt.gd.gov.cn/,,
2024-05-15,南京,南京南站,宁杭高铁,杭州、上海等,180.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-12-01,青岛,青岛站,青连高铁,连云港、济南等,50.5,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-09-15,郑州,郑州东站,郑西高铁,西安、洛阳等,110.1,万人,河南省铁路局,http://www.hn.gov.cn/,,
2024-07-01,杭州,杭州东站,沪昆高铁,贵阳、上海等,220.3,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2023-11-05,海南,海口站,海南环线铁路,三亚、琼海等,32.2,万人,海南省交通运输厅,http://jtt.hainan.gov.cn/,,
2024-10-05,上海,上海虹桥站,京沪高铁、沪宁高铁,北京、南京、杭州,220.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2024-09-30,成都,成都南站,成渝高铁,重庆、贵阳,150.7,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2024-08-15,西安,西安北站,西宝高铁,北京、郑州,97.5,万人,陕西省铁路局,http://www.shaanxi.gov.cn/,,
2024-09-20,广州,广州南站,广深高铁,深圳、珠海,305.3,万人,广东省交通运输厅,http://jtt.gd.gov.cn/,,
2024-07-10,武汉,武汉站,武广高铁,广州、长沙,120.0,万人,湖北省交通运输厅,http://jtt.hubei.gov.cn/,,
2023-12-25,沈阳,沈阳北站,沈沈高铁,长春、哈尔滨,85.3,万人,东北铁路局,http://www.snr.com.cn/,,
2024-11-11,重庆,重庆西站,渝贵高铁,贵阳、遵义,75.0,万人,重庆市交通委员会,http://jtw.cq.gov.cn/,,
2024-06-01,天津,天津西站,京津高铁,北京、河北,50.2,万人,天津市交通运输委员会,http://jtj.tianjin.gov.cn/,,
2023-11-30,济南,济南站,济青高铁,青岛、烟台,65.0,万人,山东省交通厅,http://jt.shandong.gov.cn/,,
2024-01-15,福州,福州站,福莆高铁,莆田、厦门,30.0,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/,,
2024-10-01,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,210.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15556179.htm,,
2024-09-30,南京,南京南站,京沪高铁、宁安高铁,上海、杭州等,142.5,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/,,
2024-10-02,广州,广州南站,广深高铁、广珠城际,深圳、珠海等,500.0,万人,中国铁路总公司,https://www.china-railway.com.cn/,,
2023-10-01,武汉,武汉站,汉宜高铁、京汉高铁,郑州、长沙等,180.0,万人,中国交通新闻网,http://www.jtnb.com.cn/,,
2024-10-03,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,320.0,万人,上海市政府网站,http://www.shanghai.gov.cn/,,
2024-09-28,西安,西安北站,西宝高铁、陕北高铁,宝鸡、兰州等,90.0,万人,陕西省交通运输厅,http://jtt.shaanxi.gov.cn/,,
2024-10-04,沈阳,沈阳北站,沈大高铁、京哈高铁,大连、长春等,170.0,万人,辽宁省交通运输厅,http://jtj.liaoning.gov.cn/,,
2024-10-05,杭州,杭州东站,沪杭高铁,上海、宁波等,200.0,万人,浙江省交通运输厅,http://jtt.zj.gov.cn/,,
2024-09-29,重庆,重庆西站,成渝高铁,成都、贵阳等,150.0,万人,重庆市政府官网,http://www.cq.gov.cn/,,
2024-10-06,青岛,青岛北站,青连高铁、胶东高铁,济南、烟台等,95.0,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-10-01,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,215.3,万人,上海铁路局,https://www.shr.gov.cn,,
2024-09-30,广州,广州东站,广珠城际、广深港高铁,珠海、香港等,112.4,万人,中国铁路总公司,https://news.youth.cn/gn/202409/t20240930_15559072.htm,,
2024-10-01,成都,成都东站,成渝高铁、成贵高铁,重庆、贵阳等,150.6,万人,成都铁路局,http://www.cdrail.com,,
2023-10-01,西安,西安北站,西成高铁、兰西高铁,兰州、成都等,89.0,万人,陕西省铁路局,https://www.shaanxi.gov.cn,,
2023-10-01,沈阳,沈阳南站,沈丹高铁、哈大高铁,大连、哈尔滨等,67.8,万人,沈阳铁路局,http://www.syrailway.com,,
2024-09-29,昆明,昆明南站,贵昆高铁、昆玉高铁,玉溪、贵阳等,74.3,万人,云南省铁路局,http://www.yn.gov.cn,,
2024-07-15,南京,南京南站,宁杭高铁、沪宁高铁,杭州、上海等,135.0,万人,江苏省交通运输厅,http://www.jiangsu.gov.cn,,
2024-05-10,厦门,厦门北站,厦深高铁,深圳、广州等,90.2,万人,福建省交通运输厅,http://www.fujian.gov.cn,,
2024-03-05,北京,北京南站,京沪高铁,上海、合肥等,220.8,万人,中国铁路总公司,https://www.crec.cn,,
2023-12-12,哈尔滨,哈尔滨西站,哈大高铁、哈牡高铁,牡丹江、沈阳等,55.5,万人,黑龙江省交通运输厅,http://www.hlj.gov.cn,,
2024-10-02,广州,广州东站,广深高铁、珠三角城际,香港、深圳等,278.0,万人,中国铁路广州局,https://www.gzrailway.com/,,
2024-09-30,武汉,武汉站,汉宜高铁、京广高铁,北京、上海,210.5,万人,武汉铁路局,https://www.wuhan-railway.com/,,
2024-10-01,南京,南京南站,宁杭高铁、京沪高铁,杭州、上海等,150.0,万人,中国铁路南京局,https://www.nanjing-railway.com/,,
2023-09-29,成都,成都东站,成渝高铁,重庆、武汉等,182.3,万人,中国铁路成都局,https://www.cd-railway.com/,,
2024-10-01,西安,西安北站,西成高铁、陕京高铁,北京、兰州等,125.7,万人,中国铁路西安局,https://www.xi'an-railway.com/,,
2024-10-02,沈阳,沈阳北站,沈哈高铁、京哈高铁,大连、北京等,140.0,万人,沈阳铁路局,https://www.shenyang-railway.com/,,
2023-10-01,深圳,深圳北站,广深高铁、深茂铁路,广州、香港等,355.4,万人,中国铁路深圳局,https://www.sz-railway.com/,,
2023-09-28,合肥,合肥南站,合福高铁、京港高铁,上海、武汉等,98.0,万人,中国铁路合肥局,https://www.hefei-railway.com/,,
2024-10-03,青岛,青岛北站,青烟高铁,烟台、济南等,77.6,万人,青岛铁路局,https://www.qd-railway.com/,,
2023-09-30,长沙,长沙南站,沪昆高铁,上海、贵阳等,200.8,万人,中国铁路长沙局,https://www.changsha-railway.com/,,
2024-10-01,深圳,深圳北站,广深高铁,广州、香港,215.0,万人,中国铁路总公司,https://www.china-railway.com/,,
2024-09-30,武汉,武汉站,京广高铁、汉宜高铁,广州、北京,175.6,万人,中国铁路总公司,https://www.china-railway.com/,,
2024-10-05,杭州,杭州东站,杭甬高铁,宁波、上海,88.0,万人,浙江省交通运输厅,http://jtxz.zj.gov.cn,,
2024-08-25,西安,西安北站,西成高铁,成都、北京,120.4,万人,陕西省交通运输厅,http://jt.shaanxi.gov.cn,,
2024-09-28,重庆,重庆西站,渝贵高铁,贵阳、成都,95.3,万人,中国铁路总公司,https://www.china-railway.com/,,
2023-10-01,南京,南京南站,京沪高铁,上海、合肥,230.5,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn,,
2024-09-15,苏州,苏州站,沪宁高铁,南京、上海,145.2,万人,中国铁路总公司,https://www.china-railway.com/,,
2024-10-10,长沙,长沙南站,长赣高铁,南昌、广州,200.0,万人,湖南省交通运输厅,http://jt.hunan.gov.cn,,
2024-10-01,合肥,合肥南站,合福高铁,福州、上海,90.8,万人,安徽省交通运输厅,http://www.ah.gov.cn/zwgk/jgs/2023-04/034725.html,,
2024-09-21,桂林,桂林北站,桂南高铁,南宁、深圳,60.9,万人,广西省交通运输厅,http://www.gxjtt.gov.cn,,
2024-10-02,浙江,杭州东站,杭深高铁、沪昆高铁,深圳、南昌等,245.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241002_15900234.htm,,
2024-09-30,湖北,武汉站,汉宜铁路,宜昌、广州,190.3,万人,武汉铁路局,https://www.wuhanrailway.gov.cn/jiaotong/20240930_1903.htm,,
2024-09-29,新疆,乌鲁木齐站,南疆铁路,喀什、库尔勒,56.7,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241001_15556179.htm,,
2024-08-01,山东,青岛站,青连高铁,连云港、济南,142.5,万人,中国铁路集团有限公司,https://www.china-railway.com.cn/jiaotong/20240801.htm,,
2023-12-01,江苏,南京南站,宁杭高铁、京沪高铁,北京、上海,280.0,万人,江苏省交通运输厅,https://www.jiangsu.gov.cn/jiaotong/20231201.htm,,
2024-01-15,四川,成都东站,成渝高铁,重庆、贵阳等,230.1,万人,四川省铁路局,https://www.scrailway.gov.cn/20240115.htm,,
2024-07-20,广西,南宁站,南广高铁,广州、贵港,112.4,万人,中国铁路总公司,https://news.youth.cn/gn/202407/t20240720_15584042.htm,,
2024-03-11,云南,昆明站,昆明至大理铁路,大理、丽江,78.5,万人,云南省交通运输厅,https://www.yn.gov.cn/jiaotong/20240311.htm,,
2024-10-03,广东,深圳北站,广深高铁,珠海、东莞,310.6,万人,广东省交通运输厅,https://www.guangdong.gov.cn/jiaotong/20241003.htm,,
2024-06-05,福建,福州站,福厦高铁,厦门、南平,100.7,万人,福建省铁路局,https://www.fujian.gov.cn/jiaotong/20240605.htm,,
2024-10-05,成都,成都东站,成渝高铁、京昆高铁,重庆、北京,210.0,万人,中国铁路总公司,https://news.youth.cn/gn/202410/t20241005_15556190.htm,,
2024-10-10,南京,南京南站,宁杭高铁、京沪高铁,上海、武汉,145.2,万人,南京市交通运输局,https://www.njjt.gov.cn/jyfw/zxdt/202410/t20241010_15556200.htm,,
2024-09-25,厦门,厦门站,厦深高铁,深圳、广州,120.5,万人,中国铁路总公司,https://www.cnr.cn/news/202409/t20240925_15556123.htm,,
2024-10-15,杭州,杭州东站,杭宁高铁、沪昆高铁,南京、广州,180.0,万人,杭州市交通运输局,https://www.hangzhou.gov.cn/jt/jtyw/202410/t20241015_15556215.htm,,
2024-08-30,郑州,郑州东站,郑西高铁、京广高铁,北京、武汉,200.4,万人,中国铁路总公司,https://news.youth.cn/gn/202408/t20240830_15556112.htm,,
2024-07-15,广州,广州南站,广深高铁、南广高铁,南宁、海口,325.0,万人,广州市铁路局,https://www.gzrailway.org.cn/zxdt/202407/t20240715_15556180.htm,,
2024-06-20,沈阳,沈阳北站,沈大高铁、哈大高铁,哈尔滨、北京,150.1,万人,中国铁路沈阳局集团有限公司,http://www.syraily.com/news/list_1.html,,
2024-05-25,青岛,青岛北站,青连高铁、胶济铁路,济南、北京,95.3,万人,青岛市交通运输局,http://www.qdjt.gov.cn/xwdt/202405/t20240525_15556060.htm,,
2024-05-01,武汉,武汉站,武广高铁、合武高铁,广州、合肥,380.7,万人,武汉市交通运输局,http://www.wuhan.gov.cn/jtyw/202405/t20240501_15556030.htm,,
2024-04-15,拉萨,拉萨站,青藏铁路,西安、成都,32.4,万人,西藏自治区交通运输厅,http://www.xizang.gov.cn/zxdt/202404/t20240415_15555990.htm,,
2024-10-02,成都,成都东站,成渝高铁、成昆铁路,重庆、北京等,220.0,万人,中国铁路总公司,https://news.youth.cn/gn/,,
2024-10-03,上海,上海虹桥站,沪宁高铁,南京、北京等,245.7,万人,中国铁路总公司,https://news.youth.cn/gn/,,
2024-09-29,广州,广州站,广珠城际、广深高铁,珠海、深圳等,150.3,万人,广东省交通运输厅,http://www.gd.gov.cn/,,
2023-10-01,武汉,武汉站,汉洪高铁,长沙、北京等,190.5,万人,武汉市交通局,https://www.wuhan.gov.cn/,,
2024-10-05,西安,西安北站,西成高铁,成都、北京等,120.0,万人,陕西省铁路局,http://www.shaanxi.gov.cn/,,
2024-10-06,南宁,南宁站,南广高铁,广州、昆明等,75.2,万人,广西自治区交通运输厅,http://www.gx.gov.cn/,,
2023-09-28,沈阳,沈阳北站,沈大高铁,大连、北京等,80.0,万人,辽宁省铁路局,http://www.ln.gov.cn/,,
2024-10-04,杭州,杭州东站,杭甬高铁,宁波、上海等,130.4,万人,浙江省交通运输厅,http://www.zj.gov.cn/,,
2024-10-01,厦门,厦门站,昌厦高铁,福州、深圳等,98.5,万人,福建省交通运输厅,http://www.fjdrc.gov.cn/,,
2024-10-02,合肥,合肥南站,合福高铁,福州、上海等,110.2,万人,安徽省交通运输厅,http://www.ah.gov.cn/,,
2024-10-02,上海,上海虹桥站,沪宁高铁、沪杭高铁,南京、杭州等,215.0,万人,中国国家铁路集团有限公司,https://www.china-railway.com.cn/,,
2024-09-30,成都,成都东站,成渝高铁,重庆、西安等,150.5,万人,四川省交通运输厅,http://jtt.sc.gov.cn/,,
2023-10-01,广州,广州站,广珠城际、广深高铁,深圳、珠海等,287.8,万人,广东省交通厅,http://jtt.gd.gov.cn/,,
2023-10-01,武汉,武汉站,汉口到承德高铁,北京、岳阳等,194.2,万人,湖北省人民政府,http://www.hubei.gov.cn/,,
2024-10-02,青岛,青岛北站,青荣城际、胶济铁路,济南、烟台等,118.6,万人,山东省交通运输厅,http://jtt.shandong.gov.cn/,,
2024-09-29,沈阳,沈阳北站,沈大高速、哈大高铁,北京、吉林等,172.3,万人,辽宁省交通运输厅,http://jtj.ln.gov.cn/,,
2024-10-01,南京,南京南站,宁杭高铁,杭州、合肥等,230.1,万人,江苏省交通运输厅,http://jtt.jiangsu.gov.cn/,,
2023-09-30,西安,西安北站,西宝高铁,宝鸡、北京等,165.4,万人,陕西省交通厅,http://jt.shaanxi.gov.cn/,,
2023-10-01,杭州,杭州东站,杭深高铁,深圳、南昌等,208.2,万人,浙江省交通运输厅,http://jtt.zhejiang.gov.cn/,,
2024-09-30,福州,福州站,福厦高铁,厦门、泉州等,120.7,万人,福建省交通运输厅,http://jtt.fujian.gov.cn/,,
