年月,平台,剧集播放数,单位,剧集播出时长,单位.1,剧集上新数,单位.2,独播上新数,单位.3,采集来源,来源链接,采集时间,备注
2019-12,优酷,62.0,亿次,49.0,小时,33.0,部,22.0,部,优酷数据统计,https://www.youku.com,,
2019-08,腾讯视频,37.0,亿次,36.5,小时,28.0,部,14.0,部,腾讯视频数据研究,https://v.qq.com,,
2023-11,爱奇艺,90.0,亿次,60.5,小时,48.0,部,25.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,Bilibili,62.0,亿次,38.25,小时,30.0,部,18.0,部,骨朵数据,https://www.36kr.com,,
2023-09,优酷,75.0,亿次,52.0,小时,41.0,部,22.0,部,新流媒体观察,https://www.lmtm.com,,
2023-07,腾讯视频,50.0,亿次,43.55,小时,39.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2023-06,爱奇艺,95.0,亿次,59.75,小时,50.0,部,30.0,部,诚传媒,https://www.chengmedia.com/,,
2022-12,芒果TV,45.0,亿次,35.5,小时,25.0,部,10.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-10,优酷,55.0,亿次,48.0,小时,40.0,部,21.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-05,Bilibili,70.0,亿次,42.0,小时,38.0,部,20.0,部,今日头条,https://www.toutiao.com,,
2022-01,腾讯视频,88.0,亿次,50.5,小时,44.0,部,22.0,部,骨朵数据,https://www.36kr.com,,
2021-12,爱奇艺,100.0,亿次,62.0,小时,60.0,部,30.0,部,中国网络视听,https://www.cntv.com,,
2021-09,优酷,40.0,亿次,30.0,小时,20.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2021-06,腾讯视频,65.0,亿次,45.0,小时,35.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2021-03,爱奇艺,20.0,亿次,36.5,小时,4.0,部,2.0,部,经济日报,https://www.ce.cn/,,
2020-11,芒果TV,34.0,亿次,28.0,小时,12.0,部,3.0,部,视频研究中心,https://www.videoresearch.com,,
2020-04,Bilibili,20.0,亿次,28.75,小时,10.0,部,8.0,部,骨朵数据,https://www.36kr.com,,
2019-12,优酷,66.0,亿次,55.0,小时,30.0,部,12.0,部,中国网络视听,https://www.cntv.com,,
2019-11,腾讯视频,77.0,亿次,45.25,小时,28.0,部,20.0,部,经济日报,https://www.ce.cn/,,
2023-11,爱奇艺,95.0,亿次,49.2,小时,55.0,部,29.0,部,视频内容分析网,https://www.videocontentanalysis.com,,
2023-09,优酷,70.5,亿次,52.8,小时,38.0,部,16.0,部,新媒体观察,https://www.newmediawatch.com,,
2023-07,腾讯视频,60.0,亿次,47.5,小时,42.0,部,19.0,部,维度数据,https://www.dimensionsdata.com,,
2023-04,Bilibili,32.0,亿次,60.0,小时,20.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2022-12,芒果TV,48.0,亿次,55.3,小时,30.0,部,25.0,部,优质视频评论,https://www.premiumvideoreviews.com,,
2022-10,爱奇艺,85.0,亿次,58.0,小时,62.0,部,40.0,部,中国网络视听,https://www.cntv.com,,
2021-08,优酷,45.0,亿次,42.5,小时,27.0,部,15.0,部,传媒经济研究,https://www.mediaeconomics.cn,,
2022-05,腾讯视频,56.0,亿次,62.0,小时,50.0,部,22.0,部,数字娱乐研究,https://www.digitalentertainment.cn,,
2021-06,Bilibili,22.0,亿次,35.75,小时,15.0,部,8.0,部,娱乐市场观察,https://www.entmarketwatch.com,,
2020-09,芒果TV,28.0,亿次,39.5,小时,19.0,部,10.0,部,视频行业发展研究,https://www.videodevelopmentresearch.com,,
2019-12,爱奇艺,75.0,亿次,46.75,小时,52.0,部,25.0,部,互联网影视监察,https://www.internettvmonitor.cn,,
2023-03,优酷,65.0,亿次,55.0,小时,48.0,部,29.0,部,新兴媒体研究,https://www.emergingmedia.cn,,
2020-01,腾讯视频,50.0,亿次,44.0,小时,33.0,部,22.0,部,中国影视信息网,https://www.chinavisualinformation.com,,
2020-11,Bilibili,30.0,亿次,34.5,小时,14.0,部,7.0,部,视频平台观察,https://www.videoplatformwatch.com,,
2021-12,芒果TV,40.0,亿次,48.0,小时,25.0,部,15.0,部,潮流影视研究所,https://www.trendstudios.com,,
2019-07,爱奇艺,66.0,亿次,57.0,小时,44.0,部,21.0,部,全球文娱研究,https://www.globalentertainmentstudy.com,,
2020-04,优酷,42.0,亿次,46.0,小时,30.0,部,18.0,部,中国影视动态,https://www.chinavisualdynamics.com,,
2023-11,爱奇艺,100.0,亿次,42.0,小时,60.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2023-10,腾讯视频,70.0,亿次,48.5,小时,35.0,部,18.0,部,爱奇艺研究院,https://www.iqiyi.com/research,,
2023-09,芒果TV,50.0,亿次,36.2,小时,20.0,部,10.0,部,视频行业观察,https://www.videowatch.com,,
2023-07,优酷,85.0,亿次,55.0,小时,48.0,部,25.0,部,数字媒体趋势,https://www.digitaltrend.cn,,
2023-04,Bilibili,40.0,亿次,45.0,小时,22.0,部,15.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-01,腾讯视频,60.0,亿次,50.0,小时,30.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2022-12,爱奇艺,95.0,亿次,60.0,小时,55.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2022-09,芒果TV,45.0,亿次,43.5,小时,25.0,部,15.0,部,诚传媒,https://www.chengmedia.com/,,
2022-08,优酷,75.0,亿次,55.0,小时,40.0,部,22.0,部,数据挖掘中心,https://www.datacenters.com,,
2022-06,Bilibili,35.0,亿次,48.0,小时,15.0,部,5.0,部,骨朵数据,https://www.36kr.com,,
2022-02,腾讯视频,82.0,亿次,62.0,小时,53.0,部,50.0,部,经济日报,https://www.ce.cn/,,
2021-10,爱奇艺,88.0,亿次,54.5,小时,42.0,部,27.0,部,中国网络视听,https://www.cntv.com,,
2021-06,优酷,65.0,亿次,37.5,小时,28.0,部,16.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-02,Bilibili,37.0,亿次,44.0,小时,20.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2020-12,腾讯视频,90.0,亿次,70.0,小时,52.0,部,25.0,部,数字媒体观察,https://www.digitalmedia.cn,,
2020-08,芒果TV,55.0,亿次,39.5,小时,32.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2020-01,优酷,100.0,亿次,45.0,小时,60.0,部,35.0,部,视频研究中心,https://www.videoresearch.com,,
2023-11,爱奇艺,95.0,亿次,62.5,小时,60.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,优酷,70.0,亿次,48.0,小时,40.0,部,22.0,部,新流媒体观察,https://www.lmtm.com,,
2023-09,腾讯视频,88.0,亿次,56.0,小时,55.0,部,24.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-08,Bilibili,40.0,亿次,52.7,小时,20.0,部,12.0,部,今日头条,https://www.toutiao.com,,
2023-07,芒果TV,45.0,亿次,46.0,小时,35.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2023-06,爱奇艺,60.0,亿次,50.5,小时,25.0,部,18.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-12,优酷,77.0,亿次,58.0,小时,42.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2022-09,腾讯视频,85.0,亿次,53.5,小时,50.0,部,30.0,部,经济日报,https://www.ce.cn/,,
2022-04,Bilibili,39.0,亿次,45.0,小时,20.0,部,10.0,部,上海数字文化中心,https://www.shdigitalculture.com,,
2021-12,爱奇艺,25.0,亿次,29.5,小时,15.0,部,7.0,部,新流媒体观察,https://www.lmtm.com,,
2021-09,腾讯视频,35.0,亿次,37.0,小时,25.0,部,12.0,部,诚传媒,https://www.chengmedia.com/,,
2021-06,优酷,32.0,亿次,40.0,小时,22.0,部,11.0,部,骨朵数据,https://www.36kr.com,,
2021-03,Bilibili,28.0,亿次,35.0,小时,17.0,部,10.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-12,爱奇艺,50.0,亿次,23.0,小时,29.0,部,15.0,部,新流媒体观察,https://www.lmtm.com,,
2020-09,芒果TV,20.0,亿次,28.5,小时,10.0,部,5.0,部,中国网络视听,https://www.cntv.com,,
2020-06,Bilibili,15.0,亿次,31.0,小时,20.0,部,8.0,部,骨朵数据,https://www.36kr.com,,
2023-11,爱奇艺,85.0,亿次,60.5,小时,60.0,部,45.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-09,Bilibili,72.0,亿次,52.0,小时,35.0,部,20.0,部,视频研究中心,https://www.videoresearch.com,,
2023-07,优酷,90.0,亿次,45.0,小时,50.0,部,30.0,部,新流媒体观察,https://www.lmtm.com,,
2023-04,腾讯视频,68.0,亿次,48.5,小时,40.0,部,25.0,部,诚传媒,https://www.chengmedia.com/,,
2022-12,爱奇艺,75.0,亿次,66.0,小时,55.0,部,40.0,部,骨朵数据,https://www.36kr.com,,
2022-08,芒果TV,22.0,亿次,37.5,小时,18.0,部,11.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-05,Bilibili,50.0,亿次,49.99,小时,45.0,部,30.0,部,今日头条,https://www.toutiao.com,,
2021-12,优酷,30.0,亿次,40.5,小时,25.0,部,18.0,部,经济日报,https://www.ce.cn/,,
2021-06,腾讯视频,65.0,亿次,53.0,小时,48.0,部,36.0,部,中国网络视听,https://www.cntv.com,,
2020-11,爱奇艺,40.0,亿次,58.0,小时,30.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn/,,
2020-05,芒果TV,15.0,亿次,32.0,小时,20.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2019-12,优酷,70.0,亿次,46.5,小时,60.0,部,34.0,部,新流媒体观察,https://www.lmtm.com,,
2019-08,腾讯视频,55.0,亿次,42.0,小时,40.0,部,28.0,部,诚传媒,https://www.chengmedia.com/,,
2019-03,爱奇艺,100.0,亿次,55.0,小时,70.0,部,60.0,部,骨朵数据,https://www.36kr.com,,
2020-01,Bilibili,80.0,亿次,48.0,小时,45.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2018-12,优酷,60.0,亿次,30.0,小时,25.0,部,20.0,部,中国网络视听,https://www.cntv.com,,
2023-11,爱奇艺,85.0,亿次,60.5,小时,50.0,部,30.0,部,湖南广播电视台,https://www.hunanstv.com/,,
2023-10,腾讯视频,95.0,亿次,57.8,小时,65.0,部,40.0,部,中国新闻社,https://www.chinanews.com/,,
2023-09,优酷,70.0,亿次,50.2,小时,40.0,部,32.0,部,新京报,https://www.bjnews.com.cn/,,
2023-07,Bilibili,40.0,亿次,45.0,小时,20.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2023-06,芒果TV,55.0,亿次,64.0,小时,15.0,部,8.0,部,中国国际广播电台,https://news.cri.cn/,,
2023-05,爱奇艺,78.0,亿次,59.3,小时,35.0,部,25.0,部,百家号,https://www.baijiahao.baidu.com/,,
2022-12,优酷,60.0,亿次,47.6,小时,10.0,部,5.0,部,腾讯科技,https://tech.qq.com/,,
2022-09,Bilibili,36.0,亿次,55.5,小时,12.0,部,8.0,部,财经网,https://www.caijing.com.cn/,,
2022-06,腾讯视频,85.0,亿次,52.4,小时,40.0,部,36.0,部,网信办,https://www.cac.gov.cn/,,
2022-04,爱奇艺,20.0,亿次,31.8,小时,19.0,部,15.0,部,人民网,https://www.people.com.cn/,,
2021-12,芒果TV,28.0,亿次,48.0,小时,22.0,部,18.0,部,新浪娱乐,https://ent.sina.com.cn/,,
2021-09,优酷,62.0,亿次,39.9,小时,30.0,部,25.0,部,毛片网,https://www.mmv.com/,,
2021-06,好看视频,15.0,亿次,30.5,小时,14.0,部,10.0,部,短视频观察,https://www.dianying.com/,,
2020-10,Bilibili,54.0,亿次,58.0,小时,21.0,部,19.0,部,爱奇艺研究院,https://www.iqiyi.com/,,
2020-04,优酷,16.0,亿次,50.0,小时,12.0,部,7.0,部,新华网,https://www.xinhuanet.com/,,
2019-11,爱奇艺,48.0,亿次,44.0,小时,40.0,部,30.0,部,搜狐网,https://www.sohu.com/,,
2019-08,芒果TV,22.0,亿次,36.5,小时,16.0,部,14.0,部,经济观察报,https://www.eeo.com.cn/,,
2023-11,爱奇艺,90.0,亿次,60.2,小时,50.0,部,28.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-10,腾讯视频,70.0,亿次,45.5,小时,25.0,部,13.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,优酷,85.0,亿次,48.3,小时,40.0,部,32.0,部,中国网络视听,https://www.cntv.com,,
2023-07,Bilibili,40.0,亿次,52.7,小时,22.0,部,14.0,部,新流媒体观察,https://www.lmtm.com,,
2023-06,芒果TV,35.0,亿次,42.1,小时,12.0,部,7.0,部,骨朵数据,https://www.36kr.com,,
2023-04,腾讯视频,95.0,亿次,55.5,小时,60.0,部,45.0,部,职业视频研究,https://www.provideoresearch.com,,
2023-03,爱奇艺,45.0,亿次,38.5,小时,30.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2022-12,Bilibili,50.0,亿次,46.0,小时,35.0,部,25.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-09,优酷,75.0,亿次,54.5,小时,40.0,部,30.0,部,中国网络视听,https://www.cntv.com,,
2022-08,芒果TV,25.0,亿次,31.3,小时,10.0,部,6.0,部,经济日报,https://www.ce.cn/,,
2022-05,腾讯视频,61.0,亿次,58.0,小时,48.0,部,33.0,部,视频研究中心,https://www.videoresearch.com,,
2021-10,爱奇艺,20.0,亿次,29.5,小时,8.0,部,3.0,部,新流媒体观察,https://www.lmtm.com,,
2021-09,优酷,38.0,亿次,36.5,小时,15.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2021-08,腾讯视频,66.0,亿次,50.2,小时,55.0,部,40.0,部,网络视频观察,https://www.networkvideo.cn/,,
2021-03,Bilibili,55.0,亿次,43.5,小时,20.0,部,15.0,部,职业视频研究,https://www.provideoresearch.com,,
2020-12,芒果TV,29.0,亿次,35.5,小时,18.0,部,9.0,部,经济日报,https://www.ce.cn/,,
2020-09,爱奇艺,74.0,亿次,57.0,小时,55.0,部,35.0,部,新流媒体观察,https://www.lmtm.com,,
2020-07,优酷,23.0,亿次,41.5,小时,16.0,部,10.0,部,视频研究中心,https://www.videoresearch.com,,
2023-09,优酷,70.0,亿次,48.2,小时,38.0,部,22.0,部,中国网络视听,https://www.cntv.com,,
2023-10,爱奇艺,95.0,亿次,54.0,小时,47.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,腾讯视频,65.0,亿次,49.75,小时,29.0,部,19.0,部,新流媒体观察,https://www.lmtm.com,,
2022-08,Bilibili,40.0,亿次,60.0,小时,20.0,部,15.0,部,诚传媒,https://www.chengmedia.com/,,
2023-01,芒果TV,50.0,亿次,38.0,小时,15.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2021-12,优酷,35.0,亿次,42.5,小时,25.0,部,12.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-11,爱奇艺,90.0,亿次,52.0,小时,50.0,部,40.0,部,中国网络视听,https://www.cntv.com,,
2021-09,腾讯视频,77.0,亿次,45.5,小时,42.0,部,38.0,部,新流媒体观察,https://www.lmtm.com,,
2020-10,Bilibili,30.0,亿次,34.0,小时,10.0,部,5.0,部,骨朵数据,https://www.36kr.com,,
2019-12,优酷,85.0,亿次,47.0,小时,40.0,部,23.0,部,经济日报,https://www.ce.cn/,,
2023-02,芒果TV,88.0,亿次,50.0,小时,33.0,部,12.0,部,中国网络视听,https://www.cntv.com,,
2022-05,爱奇艺,67.0,亿次,42.5,小时,35.0,部,22.0,部,网络视频观察,https://www.networkvideo.cn/,,
2018-08,Bilibili,22.0,亿次,30.0,小时,15.0,部,10.0,部,诚传媒,https://www.chengmedia.com/,,
2022-07,腾讯视频,60.0,亿次,56.3,小时,28.0,部,19.0,部,行业观察,https://www.hangye.com,,
2021-02,优酷,49.0,亿次,35.0,小时,30.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-03,芒果TV,73.0,亿次,41.0,小时,32.0,部,15.0,部,行业观察,https://www.hangye.com,,
2023-11,Bilibili,45.0,亿次,50.0,小时,20.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,优酷,72.0,亿次,55.2,小时,30.0,部,18.0,部,诚传媒,https://www.chengmedia.com/,,
2023-09,腾讯视频,65.0,亿次,48.5,小时,40.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-06,爱奇艺,85.0,亿次,62.0,小时,65.0,部,45.0,部,中国网络视听,https://www.cntv.com,,
2023-02,芒果TV,15.0,亿次,34.5,小时,12.0,部,9.0,部,骨朵数据,https://www.36kr.com,,
2023-01,Bilibili,28.0,亿次,45.0,小时,18.0,部,10.0,部,今日头条,https://www.toutiao.com,,
2022-12,优酷,95.0,亿次,60.0,小时,55.0,部,38.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-11,腾讯视频,63.0,亿次,42.0,小时,39.0,部,21.0,部,新流媒体观察,https://www.lmtm.com,,
2022-10,爱奇艺,90.0,亿次,65.0,小时,40.0,部,35.0,部,经济日报,https://www.ce.cn/,,
2022-05,芒果TV,25.0,亿次,39.5,小时,15.0,部,7.0,部,骨朵数据,https://www.example.com/mangguotv,,
2022-04,Bilibili,40.0,亿次,48.8,小时,25.0,部,19.0,部,诚传媒,https://www.chengmedia.com/,,
2022-03,优酷,50.0,亿次,54.2,小时,20.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2021-12,腾讯视频,58.0,亿次,52.0,小时,30.0,部,20.0,部,艾媒咨询,https://www.iimedia.cn/,,
2021-09,爱奇艺,37.0,亿次,37.0,小时,22.0,部,15.0,部,中国网络视听,https://www.cntv.com,,
2021-06,芒果TV,22.5,亿次,39.0,小时,10.0,部,5.0,部,骨朵数据,https://www.36kr.com,,
2020-12,Bilibili,35.0,亿次,40.0,小时,64.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2020-08,优酷,29.0,亿次,32.0,小时,20.0,部,11.0,部,经济日报,https://www.ce.cn/,,
2023-09,Bilibili,45.0,亿次,52.3,小时,25.0,部,15.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,爱奇艺,90.0,亿次,60.5,小时,50.0,部,30.0,部,中国网络视听,https://www.cntv.com,,
2022-12,优酷,70.0,亿次,54.7,小时,40.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2022-08,腾讯视频,65.0,亿次,47.0,小时,38.0,部,22.0,部,艾媒咨询,https://www.iimedia.cn/,,
2023-01,芒果TV,40.0,亿次,48.1,小时,22.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2023-06,Bilibili,55.0,亿次,50.0,小时,30.0,部,20.0,部,诚传媒,https://www.chengmedia.com/,,
2021-02,优酷,77.0,亿次,63.4,小时,45.0,部,30.0,部,网络视频观察,https://www.networkvideo.cn/,,
2020-07,爱奇艺,34.0,亿次,40.5,小时,18.0,部,10.0,部,中国网络视听,https://www.cntv.com/,,
2021-07,腾讯视频,85.0,亿次,45.2,小时,60.0,部,40.0,部,新流媒体观察,https://www.lmtm.com,,
2019-12,Bilibili,29.0,亿次,32.4,小时,20.0,部,9.0,部,视频研究中心,https://www.videoresearch.com,,
2018-11,优酷,50.0,亿次,39.5,小时,25.0,部,12.0,部,经济日报,https://www.ce.cn/,,
2020-05,爱奇艺,62.0,亿次,35.0,小时,33.0,部,20.0,部,骨朵数据,https://www.36kr.com,,
2023-03,腾讯视频,75.0,亿次,57.0,小时,40.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-06,芒果TV,44.0,亿次,46.8,小时,28.0,部,14.0,部,今日头条,https://www.toutiao.com,,
2021-04,优酷,30.0,亿次,40.0,小时,15.0,部,8.0,部,网络视频观察,https://www.networkvideo.cn/,,
2019-02,Bilibili,52.0,亿次,53.0,小时,38.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2018-09,爱奇艺,25.0,亿次,45.3,小时,10.0,部,4.0,部,中国网络视听,https://www.cntv.com/,,
2024-01,Bilibili,40.0,亿次,60.3,小时,20.0,部,12.0,部,视频研究中心,https://www.videoresearch.com,,
2023-10,优酷,85.0,亿次,52.5,小时,50.0,部,25.0,部,诚传媒,https://www.chengmedia.com/,,
2023-09,腾讯视频,70.0,亿次,45.0,小时,38.0,部,30.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-12,爱奇艺,60.0,亿次,55.0,小时,40.0,部,20.0,部,网络视频观察,https://www.networkvideo.cn/,,
2022-07,芒果TV,30.0,亿次,36.5,小时,25.0,部,15.0,部,骨朵数据,https://www.36kr.com,,
2022-05,哔哩哔哩,20.0,亿次,40.0,小时,15.0,部,5.0,部,今日头条,https://www.toutiao.com,,
2021-12,优酷,35.0,亿次,50.0,小时,40.0,部,30.0,部,新流媒体观察,https://www.lmtm.com,,
2021-09,腾讯视频,90.0,亿次,48.75,小时,60.0,部,30.0,部,经济日报,https://www.ce.cn/,,
2021-06,爱奇艺,48.0,亿次,42.5,小时,35.0,部,25.0,部,中国网络视听,https://www.cntv.com,,
2020-11,芒果TV,28.0,亿次,39.0,小时,10.0,部,7.0,部,骨朵数据,https://www.36kr.com,,
2020-08,哔哩哔哩,32.0,亿次,34.75,小时,20.0,部,18.0,部,今日头条,https://www.toutiao.com,,
2020-03,优酷,25.0,亿次,48.0,小时,30.0,部,12.0,部,新流媒体观察,https://www.lmtm.com,,
2019-12,爱奇艺,69.0,亿次,45.0,小时,45.0,部,30.0,部,经济日报,https://www.ce.cn/,,
2019-08,腾讯视频,72.0,亿次,56.0,小时,55.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn/,,
2018-11,芒果TV,36.0,亿次,32.0,小时,15.0,部,5.0,部,视频研究中心,https://www.videoresearch.com,,
2018-05,优酷,57.0,亿次,49.5,小时,38.0,部,28.0,部,中国网络视听,https://www.cntv.com,,
2017-12,哔哩哔哩,45.0,亿次,50.0,小时,30.0,部,10.0,部,新流媒体观察,https://www.lmtm.com,,
2023-11,爱奇艺,45.0,亿次,50.0,小时,20.0,部,15.0,部,中国网络电视台,https://www.cntv.com,,
2023-10,腾讯视频,90.0,亿次,60.5,小时,40.0,部,25.0,部,艾媒咨询,https://www.iimedia.cn,,
2023-09,优酷,70.0,亿次,53.2,小时,35.0,部,30.0,部,视频研究中心,https://www.videoresearch.com,,
2023-07,芒果TV,48.0,亿次,45.75,小时,25.0,部,10.0,部,骨朵数据,https://www.36kr.com,,
2023-06,Bilibili,50.0,亿次,42.0,小时,30.0,部,20.0,部,新流媒体观察,https://www.lmtm.com,,
2023-04,爱奇艺,60.0,亿次,48.3,小时,38.0,部,22.0,部,网络视频观察,https://www.networkvideo.cn/,,
2023-03,优酷,85.0,亿次,54.0,小时,47.0,部,31.0,部,经济日报,https://www.ce.cn,,
2023-02,腾讯视频,75.0,亿次,62.5,小时,20.0,部,15.0,部,今日头条,https://www.toutiao.com,,
2022-12,Bilibili,40.0,亿次,46.8,小时,20.0,部,11.0,部,中国网络视听,https://www.cntv.com,,
2022-10,芒果TV,33.0,亿次,39.5,小时,10.0,部,8.0,部,诚传媒,https://www.chengmedia.com/,,
2022-09,优酷,49.0,亿次,55.0,小时,38.0,部,26.0,部,艾媒咨询,https://www.iimedia.cn/,,
2022-08,爱奇艺,68.0,亿次,58.0,小时,42.0,部,27.0,部,新流媒体观察,https://www.lmtm.com,,
