设备类型,设备名称,可允许误差,单位,控制自由度,运动精确度,单位.1,施加推力,单位.2,数据类型,采集来源,来源链接,采集时间,备注
六轴机械手,Mitsubishi RV-2AJ,0.09,mm,6,±0.02,mm,55,N,字符型,日本机械工程学会,https://www.jime.or.jp,,
服务机器人,智能会议助手,0.5,mm,5,±0.2,mm,22,N,字符型,智慧城市研究所,https://www.smartcityresearch.org,,
特种机器人,海洋勘探机器人,1.4,mm,3,±0.9,mm,95,N,字符型,国家海洋局,https://www.soa.gov.cn,,
服务机器人,智能翻译机器人,0.9,mm,6,±0.5,mm,20,N,字符型,中国人工智能产业发展促进会,https://www.caai.cn,,
特种机器人,农业施肥机器人,2.0,mm,5,±1.0,mm,50,N,字符型,中国农业机械化协会,https://www.cama.org.cn,,
并联机械手,高速三叉机器人,0.25,mm,3,±0.06,mm,65,N,字符型,国际机器人联合会,https://www.ifr.org,,
SCARA机器人,安川SCARA,0.15,mm,4,±0.07,mm,30,N,字符型,欧美机器人技术协会,https://www.robotics.org,,
六轴机械手,Fanuc LR Mate,0.18,mm,6,±0.05,mm,45,N,字符型,日本机器人学会,https://www.rsj.or.jp,,
服务机器人,酒店接待机器人,0.75,mm,5,±0.3,mm,25,N,字符型,国际酒店协会,https://www.ihg.com,,
特种机器人,海洋探测机器人,1.8,mm,5,±0.9,mm,80,N,字符型,国际海洋学协会,https://www.iobis.org,,
并联机械手,ASMED Delta Robot,0.2,mm,3,±0.1,mm,60,N,字符型,欧洲制造业协会,https://www.cece.eu,,
SCARA机器人,Kawasaki FS02N,0.09,mm,4,±0.04,mm,32,N,字符型,亚洲机器人技术国际会议,https://www.iotworld.com,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.03,mm,50,N,字符型,瑞士机械工程学会,https://www.sme.org,,
服务机器人,外卖配送机器人,0.85,mm,5,±0.45,mm,15,N,字符型,中国智能快递行业协会,https://www.chinaexpress.org,,
特种机器人,灌溉机器人,1.2,mm,4,±0.7,mm,40,N,字符型,国际水资源管理协会,https://www.iwra.org,,
并联机械手,Qmotion机器人,0.15,mm,3,±0.05,mm,75,N,字符型,国际焊接机器人协会,https://www.iiw.net,,
SCARA机器人,Omron SCARA,0.2,mm,4,±0.06,mm,28,N,字符型,机器人论坛,https://www.roboticsforum.com,,
六轴机械手,Stäubli TX2,0.05,mm,6,±0.02,mm,49,N,字符型,欧洲机器人筹备委员会,https://www.europaeum.org,,
服务机器人,医疗辅助机器人,0.4,mm,5,±0.2,mm,18,N,字符型,国际医疗机器人研究所,https://www.imri.org,,
特种机器人,搜索救援机器人,1.3,mm,6,±0.8,mm,65,N,字符型,国际救援机器人协会,https://www.irsra.org,,
并联机械手,Universal Robots UR10,0.12,mm,6,±0.04,mm,48,N,字符型,测试与测量技术学会,https://www.imtc.org,,
服务机器人,送餐机器人,0.7,mm,6,±0.3,mm,15,N,字符型,亚洲机器人产业协会,https://www.arai.org,,
特种机器人,农业无人机,1.2,mm,3,±0.7,mm,75,N,字符型,中国农业机械化协会,https://www.camr.org.cn,,
并联机械手,HTR高速机械手,0.25,mm,4,±0.05,mm,60,N,字符型,国际机械工程学会,https://www.imeche.org,,
SCARA机器人,新松SCARA机器人,0.15,mm,5,±0.1,mm,50,N,字符型,中国机器人产业联盟,https://www.crai.gov.cn,,
六轴机械手,FANUC M-20iA,0.08,mm,6,±0.03,mm,45,N,字符型,日本机器人协会,https://www.robotics-japan.com,,
服务机器人,家庭清洁机器人,0.9,mm,4,±0.2,mm,20,N,字符型,家电电子产业协会,https://www.appliance.org,,
特种机器人,水下探测机器人,1.0,mm,5,±0.6,mm,80,N,字符型,国际海洋工程协会,https://www.iaoe.org,,
并联机械手,Cartesian机器人,0.2,mm,3,±0.04,mm,50,N,字符型,美国机械协会,https://www.asme.org,,
SCARA机器人,Omron SCARA,0.09,mm,4,±0.05,mm,38,N,字符型,欧盟机器人组织,https://www.eu-robotics.net,,
六轴机械手,ABB IRB 6700,0.11,mm,6,±0.04,mm,55,N,字符型,瑞士电气工程师协会,https://www.electrical-engineering.ch,,
服务机器人,医疗护理机器人,0.6,mm,5,±0.4,mm,30,N,字符型,国际医疗机器人协会,https://www.imra.org,,
特种机器人,消防机器人,1.8,mm,4,±0.9,mm,90,N,字符型,国际消防协会,https://www.ifsta.org,,
并联机械手,KUKA LBR iiwa,0.2,mm,7,±0.03,mm,65,N,字符型,德国自动化协会,https://www.dpa.de,,
SCARA机器人,Universal Robots UR3,0.07,mm,6,±0.02,mm,40,N,字符型,欧洲机器人技术中心,https://www.robotics.eu,,
六轴机械手,Mitsubishi RV-2AJ,0.15,mm,6,±0.05,mm,35,N,字符型,日本工业机器人协会,https://www.jara.or.jp,,
服务机器人,宠物护理机器人,0.5,mm,4,±0.3,mm,25,N,字符型,人工智能与机器人协会,https://www.aibot.org,,
服务机器人,家庭清洁机器人,0.5,mm,6,±0.2,mm,15,N,字符型,中国家用电器协会,https://www.caha.org.cn,,
特种机器人,农业无人机,1.0,mm,3,±0.9,mm,60,N,字符型,农业部,https://www.moa.gov.cn,,
并联机械手,高效并联机器人,0.25,mm,5,±0.05,mm,50,N,字符型,上海市机器人产业协会,https://www.shria.org,,
SCARA机器人,高精度SCARA,0.2,mm,4,±0.06,mm,28,N,字符型,罗克韦尔自动化,https://www.rockwellautomation.com,,
六轴机械手,ABB IRB 6700,0.15,mm,6,±0.03,mm,45,N,字符型,ABB公司,https://global.abb,,
服务机器人,餐饮服务机器人,0.7,mm,5,±0.3,mm,20,N,字符型,中国车载机器人研究中心,https://www.carb.org.cn,,
特种机器人,水下机器人,1.2,mm,6,±0.7,mm,80,N,字符型,国家海洋局,https://www.soa.gov.cn,,
并联机械手,三维打印机器人,0.4,mm,5,±0.1,mm,25,N,字符型,中国3D打印产业联盟,https://www.china3dprint.org,,
SCARA机器人,智能装配SCARA,0.18,mm,4,±0.04,mm,38,N,字符型,国际机器人联合会,https://www.ifr.org,,
六轴机械手,FANUC LR Mate,0.1,mm,6,±0.02,mm,30,N,字符型,FANUC公司,https://www.fanuc.com,,
服务机器人,远程医疗机器人,0.9,mm,4,±0.4,mm,10,N,字符型,中国医疗机器人协会,https://www.cmra.org.cn,,
特种机器人,探测机器人,1.8,mm,3,±0.8,mm,75,N,字符型,国家应急管理部,https://www.mem.gov.cn,,
并联机械手,高速装配机器人,0.35,mm,3,±0.1,mm,90,N,字符型,华为技术有限公司,https://www.huawei.com,,
SCARA机器人,产业自动化SCARA,0.14,mm,4,±0.03,mm,36,N,字符型,长安大学机械工程,https://www.csu.edu.cn,,
六轴机械手,YASKAWA Motoman,0.08,mm,6,±0.02,mm,55,N,字符型,YASKAWA电气,https://www.yaskawa.com,,
服务机器人,智能陪伴机器人,0.6,mm,5,±0.4,mm,20,N,字符型,中国智能陪伴机器人协会,https://www.cisra.org.cn,,
特种机器人,太空探测机器人,1.3,mm,6,±0.9,mm,85,N,字符型,中国航天科技集团,https://www.casc.cn,,
服务机器人,智能送餐机器人,0.5,mm,6,±0.3,mm,18,N,字符型,中国商业机器人产业联盟,https://www.cbria.org,,
特种机器人,海洋探测无人机,2.0,mm,3,±0.6,mm,90,N,字符型,中国海洋研究协会,https://www.cnos.org.cn,,
六轴机械手,ABB IRB 6700,0.15,mm,6,±0.03,mm,50,N,字符型,ABB集团,https://global.abb,,
并联机械手,快速Pick & Place机器人,0.2,mm,3,±0.05,mm,60,N,字符型,工业机器人应用技术协会,https://www.irata.org,,
服务机器人,医疗陪护机器人,1.0,mm,5,±0.4,mm,25,N,字符型,医疗机器人研究中心,https://www.medicobot.org,,
SCARA机器人,Mitsubishi RV-F系列,0.05,mm,4,±0.02,mm,45,N,字符型,三菱电机,https://www.mitsubishielectric.com,,
特种机器人,土壤探测机器人,3.0,mm,4,±0.8,mm,120,N,字符型,农业与生物工程协会,https://www.abia.org,,
六轴机械手,FANUC M-20iA,0.1,mm,6,±0.02,mm,65,N,字符型,FANUC公司,https://www.fanuc.com,,
并联机械手,Adept Viper,0.4,mm,3,±0.1,mm,30,N,字符型,Adept Technology,https://www.adept.com,,
服务机器人,清洁卫生机器人,0.7,mm,6,±0.3,mm,20,N,字符型,中国智能卫生产业协会,https://www.cisia.org,,
SCARA机器人,Omron Adept,0.2,mm,4,±0.06,mm,40,N,字符型,Omron公司,https://www.omron.com,,
特种机器人,航天物流无人机,2.5,mm,4,±0.7,mm,85,N,字符型,国际航空协会,https://www.iaa.org,,
六轴机械手,Yaskawa MOTOMAN,0.2,mm,6,±0.05,mm,55,N,字符型,Yaskawa公司,https://www.yaskawa.com,,
并联机械手,RoboHand X,0.3,mm,3,±0.09,mm,70,N,字符型,机器人科技国际会议,https://www.roboticstechconference.org,,
服务机器人,健身训练机器人,0.6,mm,5,±0.4,mm,28,N,字符型,智能健身科技联盟,https://www.smartfitness.org,,
特种机器人,环境监测无人机,1.8,mm,4,±0.7,mm,78,N,字符型,环境保护署,https://www.epa.gov,,
六轴机械手,Kawasaki YF003,0.1,mm,6,±0.03,mm,48,N,字符型,川崎重工,https://www.khi.co.jp,,
并联机械手,FusionBot,0.25,mm,3,±0.07,mm,40,N,字符型,创新机器人技术平台,https://www.innovativerobotics.org,,
服务机器人,洗碗机器人,0.5,mm,6,±0.2,mm,15,N,字符型,中国服务自动化协会,https://www.chinaserviceautomation.org,,
特种机器人,救援机器人,1.0,mm,5,±1.0,mm,90,N,字符型,国际机器人救援组织,https://www.irro.org,,
并联机械手,高精度Delta机器人,0.2,mm,3,±0.05,mm,60,N,字符型,上海市机器人产业协会,https://www.shrobotics.org.cn,,
SCARA机器人,Fanuc SR-6iA,0.15,mm,4,±0.1,mm,45,N,字符型,日本机器人协会,https://www.jara.jp,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.03,mm,50,N,字符型,瑞士机械工程协会,https://www.swissmachinery.org,,
服务机器人,餐厅送餐机器人,0.7,mm,5,±0.3,mm,20,N,字符型,中国餐饮机器人研究中心,https://www.chinafoodrobotics.com,,
特种机器人,遥控潜水机器人,2.0,mm,6,±0.5,mm,120,N,字符型,国际海洋机器人协会,https://www.iuo.org,,
并联机械手,草坪修剪器机器人,0.6,mm,3,±0.2,mm,30,N,字符型,家庭园艺机器人协会,https://www.homelandscapingrobotics.org,,
SCARA机器人,Kawasaki RS007N,0.05,mm,4,±0.02,mm,20,N,字符型,日本电气机械协会,https://www.jema.org,,
六轴机械手,Yaskawa MOTOMAN-MH50,0.09,mm,6,±0.04,mm,55,N,字符型,欧洲自动化机器人论坛,https://www.eur-robotics.eu,,
服务机器人,陪聊机器人,0.25,mm,3,±0.2,mm,10,N,字符型,中国人机交互协会,https://www.chinaiha.org,,
特种机器人,农业无人机,0.8,mm,4,±0.5,mm,80,N,字符型,国际农业机器人技术协会,https://www.agritechrobotics.org,,
并联机械手,3D打印机器人,0.2,mm,3,±0.05,mm,40,N,字符型,中国3D打印行业协会,https://www.chinese3dprinting.org,,
SCARA机器人,Universal Robots UR5,0.1,mm,6,±0.02,mm,30,N,字符型,全球机器人网络,https://www.globalrobotnet.com,,
六轴机械手,Fanuc M-20iA,0.14,mm,6,±0.06,mm,48,N,字符型,美国机器人与自动化协会,https://www.automatedrobotics.org,,
服务机器人,健身辅助机器人,0.3,mm,5,±0.1,mm,25,N,字符型,中国健康科技协会,https://www.healthtech.org.cn,,
特种机器人,工业清洗机器人,1.2,mm,4,±0.4,mm,95,N,字符型,中国工业自动化协会,https://www.chinaautomation.org,,
服务机器人,智能送餐机器人,1.0,mm,4,±0.5,mm,20,N,字符型,中国机器人产业联盟,https://www.chinarobotics.com,,
特种机器人,农业无人机,2.0,mm,6,±1.0,mm,80,N,字符型,农业科技部,https://www.moa.gov.cn,,
并联机械手,高精度Delta机器人,0.25,mm,3,±0.05,mm,60,N,字符型,国际自动化协会,https://www.automation.org,,
SCARA机器人,日本安川SCARA,0.15,mm,4,±0.1,mm,30,N,字符型,日本机器人协会,https://www.jara.jp,,
六轴机械手,FANUC LR Mate,0.08,mm,6,±0.03,mm,50,N,字符型,自动化服务与设备协会,https://www.asde.org,,
服务机器人,家庭护理机器人,1.2,mm,5,±0.6,mm,15,N,字符型,中国养老科技协会,https://www.chinaeldercare.com,,
特种机器人,海洋探测机器人,1.8,mm,5,±0.9,mm,90,N,字符型,海洋与水文研究所,https://www.oceanresearch.org,,
并联机械手,欧姆龙并联机器人,0.2,mm,3,±0.05,mm,65,N,字符型,全球自动化技术论坛,https://www.gaf.org,,
SCARA机器人,安川GP系列SCARA,0.2,mm,4,±0.15,mm,45,N,字符型,智能制造发展报告,https://www.smartmanufacturingreport.org,,
六轴机械手,通用电气机械手,0.1,mm,6,±0.04,mm,55,N,字符型,全球机械工程协会,https://www.globalmechanical.org,,
服务机器人,智能理发机器人,1.3,mm,6,±0.7,mm,25,N,字符型,美容与科技协会,https://www.beautytech.org,,
特种机器人,救援机器人,2.5,mm,4,±1.2,mm,75,N,字符型,中国应急管理部,https://www.mem.gov.cn,,
并联机械手,V-SUMMIT高效机器人,0.4,mm,3,±0.1,mm,30,N,字符型,高效自动化制造论坛,https://www.efficientmanufacturing.org,,
SCARA机器人,Universal Robots SCARA,0.3,mm,4,±0.2,mm,35,N,字符型,机器人科技示范园,https://www.roboticsdemo.org,,
六轴机械手,ABB IRB 6700,0.09,mm,6,±0.03,mm,50,N,字符型,国际机器人与自动化学会,https://www.iraai.org,,
服务机器人,智能满足机器人,1.0,mm,5,±0.6,mm,22,N,字符型,中国服务机器人发展中心,https://www.servicerobots.org.cn,,
特种机器人,探矿机器人,1.5,mm,4,±0.75,mm,80,N,字符型,中国地质调查局,https://www.cgg.gov.cn,,
并联机械手,新一代高效并联机器人,0.2,mm,3,±0.1,mm,70,N,字符型,中国高科技创新协会,https://www.chinatechinnovation.org,,
服务机器人,语音助手机器人,1.0,mm,6,±0.5,mm,15,N,字符型,中国机器人产业联盟,https://www.cria.org.cn,,
特种机器人,农业无人机,2.0,mm,3,±1.0,mm,60,N,字符型,农业科技研究院,https://www.agri-research.org.cn,,
并联机械手,医疗手术机器人,0.2,mm,5,±0.06,mm,20,N,字符型,中国医疗机器人协会,https://www.cmra.org,,
SCARA机器人,富士SCARA,0.15,mm,4,±0.08,mm,50,N,字符型,日本机器人产业协会,https://www.jara.jp,,
六轴机械手,ABB IRB 6700,0.1,mm,6,±0.03,mm,45,N,字符型,世界机器人联合会,https://www.ifr.org,,
服务机器人,送餐机器人,1.2,mm,3,±0.9,mm,25,N,字符型,中国城市智能网络协会,https://www.citi.org.cn,,
特种机器人,炸弹处理机器人,0.5,mm,7,±0.15,mm,80,N,字符型,国际安全机器人协会,https://www.isra.org,,
并联机械手,家庭清洗机器人,0.25,mm,4,±0.12,mm,30,N,字符型,智能家居技术协会,https://www.smarthome.org,,
SCARA机器人,Kawasaki SCARA,0.05,mm,4,±0.04,mm,33,N,字符型,日本工业机器人协会,https://www.jara.or.jp,,
六轴机械手,FANUC M20iA,0.08,mm,6,±0.02,mm,55,N,字符型,全球机器人论坛,https://www.worldrobotics.org,,
服务机器人,聊天陪伴机器人,1.0,mm,4,±0.7,mm,18,N,字符型,人机交互协会,https://www.hciassociation.org,,
特种机器人,矿山探测机器人,2.5,mm,4,±1.5,mm,70,N,字符型,矿业机械工程协会,https://www.miningmech.org,,
并联机械手,装配机器人,0.6,mm,5,±0.11,mm,50,N,字符型,国际装配技术协会,https://www.assemblytech.org,,
SCARA机器人,安川SCARA,0.09,mm,4,±0.05,mm,40,N,字符型,安川电机公司,https://www.yaskawa.co.jp,,
六轴机械手,MOTOMAN MH24,0.15,mm,6,±0.07,mm,60,N,字符型,国际机器人协会,https://www.ira.org,,
服务机器人,智能监护机器人,1.0,mm,3,±0.85,mm,20,N,字符型,中国智慧养老协会,https://www.smartelderly.org.cn,,
特种机器人,水下无人机,2.0,mm,6,±1.0,mm,90,N,字符型,海洋研究与技术学会,https://www.oceanresearch.org,,
服务机器人,智能陪伴机器人,0.5,mm,6,±0.3,mm,20,N,字符型,中国人工智能学会,https://www.caai.cn,,
特种机器人,海洋探测无人机,1.2,mm,5,±0.6,mm,80,N,字符型,中国海洋局,https://www.soa.gov.cn,,
并联机械手,精准三维打印机器人,0.15,mm,4,±0.05,mm,50,N,字符型,全国增材制造协会,https://www.3dprinting.org.cn,,
SCARA机器人,博姿SCARA机器人,0.08,mm,5,±0.07,mm,30,N,字符型,中国机器人产业联盟,https://www.robocity.com.cn,,
六轴机械手,FANUC M-20iA,0.1,mm,6,±0.04,mm,45,N,字符型,国际机器人联合会,https://www.ifr.org,,
全方位移动机器人,移动服务机器人,0.9,mm,7,±0.4,mm,25,N,字符型,机器人与自动化研究中心,https://www.robotics-research.org,,
农业机器人,智能植保无人机,1.0,mm,6,±0.5,mm,60,N,字符型,中国农业科学院,https://www.caas.cn,,
焊接机器人,ABB焊接机器人,0.2,mm,8,±0.03,mm,70,N,字符型,国际焊接协会,https://www.iiwelding.org,,
医疗机器人,手术支援机器人,0.05,mm,5,±0.02,mm,15,N,字符型,中国医学科学院,https://www.cams.gov.cn,,
物流机器人,货物搬运机器人,0.7,mm,4,±0.4,mm,80,N,字符型,中国物流与采购联合会,https://www.cflp.org.cn,,
工业清洗机器人,高压清洗机器人,0.4,mm,6,±0.3,mm,45,N,字符型,中国工业清洗技术协会,https://www.ciwta.org,,
教育机器人,编程教育机器人,0.6,mm,4,±0.3,mm,10,N,字符型,中国教育机器人协会,https://www.educationrobot.org,,
建筑机器人,砌砖机器人,0.25,mm,5,±0.1,mm,55,N,字符型,中国建筑科学研究院,https://www.caj.org.cn,,
实验室机器人,化学分析机器人,0.2,mm,3,±0.1,mm,20,N,字符型,中国科学技术协会,https://www.cast.org.cn,,
特种机器人,救援机器人,1.8,mm,4,±0.9,mm,90,N,字符型,中国消防协会,https://www.cfa.org.cn,,
服务机器人,餐饮服务机器人,0.6,mm,5,±0.3,mm,30,N,字符型,中国餐饮协会,https://www.cateringassociation.org.cn,,
农业机器人,智能施肥机器人,1.1,mm,3,±0.5,mm,40,N,字符型,中国农机化协会,https://www.cma.org.cn,,
服务机器人,智能陪伴机器人,0.5,mm,6,±0.2,mm,15,N,字符型,中国机器人产业发展协会,https://www.crid.org.cn,,
特种机器人,消防无人机,1.0,mm,5,±0.3,mm,85,N,字符型,国家消防局,https://www.nfsa.gov.cn,,
并联机械手,高精度PICK机器人,0.4,mm,3,±0.05,mm,60,N,字符型,中国智能制造网,https://www.cims.org.cn,,
SCARA机器人,Mitsubishi SCARA,0.15,mm,4,±0.05,mm,45,N,字符型,上海机器人与自动化协会,https://www.sra.org.cn,,
六轴机械手,FANUC M-20iA,0.1,mm,6,±0.03,mm,50,N,字符型,中国机械工程学会,https://www.cmes.org.cn,,
服务机器人,智能家居控制机器人,0.7,mm,5,±0.4,mm,12,N,字符型,全球智能家居市场研究中心,https://www.smart-home.org,,
特种机器人,医疗手术机器人,0.02,mm,7,±0.01,mm,20,N,字符型,中国医疗机器人联盟,https://www.cmra.org.cn,,
并联机械手,GRAITEC Gantry,0.6,mm,3,±0.1,mm,75,N,字符型,加州科技大学机器人实验室,https://www.caltech.edu,,
SCARA机器人,Omron SCARA,0.18,mm,4,±0.02,mm,37,N,字符型,自动化技术与应用协会,https://www.automationapp.org,,
六轴机械手,ABB IRB 6700,0.09,mm,6,±0.05,mm,60,N,字符型,国际机器人联合会,https://www.ifr.org,,
服务机器人,餐饮服务机器人,1.0,mm,4,±0.3,mm,25,N,字符型,国家机器人技术研究中心,https://www.ntrc.org.cn,,
特种机器人,水下探测机器人,1.5,mm,5,±0.5,mm,90,N,字符型,海洋研究所,https://www.oceanresearch.org,,
