登记号（字符型）,育种技术名称（字符型）,育种技术类型（字符型）,试验状态（字符型）,试验分期（字符型）,试验分类（字符型）,申办者单位（字符型）,试验机构（字符型）,登记日期（日期型）,试验开始时间（日期型）,试验终止时间（日期型）,最新状态日期（日期型）,规范企业名称（字符型）,申报类型（字符型）,规范企业名称（字符型）.1,采集来源,来源链接,采集时间,备注,,,
MF996253,抗盐水稻育种技术,常规育种,正在进行,第一阶段,初步试验,天津市农科院,天津农业大学,2023-06-10,2023-07-01,2024-07-01,2024-06-01,天津优禾生物科技有限公司,新品种审定申请,天津优禾生物科技有限公司,天津市农业农村委员会,https://www.tianjin.gov.cn/agriculture/,2024/9/30,,,,
MF996253,紫花苜蓿改良育种技术,转基因育种,已完成,第二阶段,区域试验,新疆农科院,新疆农业大学,2023-08-05,2023-09-01,2024-09-01,2024-08-01,新疆丰祥生物科技有限公司,新品种审定申请,新疆丰祥生物科技有限公司,新疆维吾尔自治区农业农村厅,https://www.xjagri.gov.cn/,2024/9/30,,,,
MF996253,高抗杂草水稻育种技术,转基因育种,正在进行,第三阶段,大田试验,海南省农科院,海南农业大学,2023-04-20,2023-05-01,2024-05-01,2024-04-01,海南天禾科技有限公司,新品种审定申请,海南天禾科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn/agriculture/,2024/9/30,,,,
MF779985,优质红小豆育种技术,常规育种,已完成,第二阶段,区域试验,云南省农科院,云南农业大学,2023-09-15,2023-10-01,2024-10-01,2024-09-01,云南良种科技股份有限公司,新品种审定申请,云南良种科技股份有限公司,云南省农业农村厅,https://www.yn.gov.cn/agriculture/,2024/9/30,,,,
MF779985,耐寒花椰菜育种技术,常规育种,正在进行,第一阶段,初步试验,吉林省农科院,吉林农业大学,2023-10-01,2023-10-15,2024-10-15,2024-09-15,吉林省良种科技有限公司,新品种审定申请,吉林省良种科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/agriculture/,2024/9/30,,,,
MF778092,黄瓜抗病育种技术,转基因育种,已完成,第二阶段,区域试验,陕西省农科院,西北农林科技大学,2023-08-30,2023-09-10,2024-09-10,2024-08-10,陕西良种科技股份有限公司,新品种审定申请,陕西良种科技股份有限公司,陕西省农业农村厅,https://www.shanxi.gov.cn/agriculture/,2024/9/30,,,,
MF778092,耐旱红薯育种技术,常规育种,正在进行,第一阶段,初步试验,四川省农科院,四川农业大学,2023-09-18,2023-10-01,2024-10-01,2024-09-15,四川佳禾生物科技有限公司,新品种审定申请,四川佳禾生物科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/agriculture/,2024/9/30,,,,
MF778092,优质柑橘育种技术,常规育种,已完成,第二阶段,区域试验,浙江省农科院,浙江农业大学,2023-06-22,2023-07-15,2024-07-15,2024-06-15,浙江优果科技有限公司,新品种审定申请,浙江优果科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/agriculture/,2024/9/30,,,,
MF778092,锈病抗性小麦育种技术,转基因育种,正在进行,第一阶段,初步试验,甘肃省农科院,甘肃农业大学,2023-05-30,2023-06-15,2024-06-15,2024-05-01,甘肃粮种科技有限公司,新品种审定申请,甘肃粮种科技有限公司,甘肃省农业农村厅,https://www.gansu.gov.cn/agriculture/,2024/9/30,,,,
MF737405,抗盐小麦育种技术,常规育种,正在进行,第一阶段,初步试验,天津市农技推广中心,天津农业大学,2023-10-01,2023-10-15,2024-10-15,2024-09-15,天津优种生物科技有限公司,新品种审定申请,天津优种生物科技有限公司,天津市农业农村厅,https://www.tjtg.gov.cn,2024/9/30,,,,
MF737405,优质水稻育种技术,常规育种,已完成,第二阶段,区域试验,福建省农科院,福建农业大学,2023-06-15,2023-07-01,2024-07-01,2024-06-01,福建良种科技有限公司,新品种审定申请,福建良种科技有限公司,福建省农业农村厅,https://www.fj.gov.cn,2024/9/30,,,,
MF658312,耐寒苹果育种技术,转基因育种,正在进行,第一阶段,实验室试验,黑龙江省农业科学院,黑龙江农垦学院,2023-04-20,2023-05-01,2024-05-01,2024-04-01,黑龙江水果科技有限公司,新品种审定申请,黑龙江水果科技有限公司,黑龙江省农业农村厅,https://www.hljs.gov.cn,2024/9/30,,,,
MF658312,高效豆瓣绿育种技术,常规育种,已完成,第三阶段,大田试验,四川省农业大学,四川农业大学,2023-08-14,2023-09-01,2024-09-01,2024-08-01,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.sc.gov.cn,2024/9/30,,,,
MF635142,高产果树育种技术,转基因育种,正在进行,第一阶段,实验室试验,辽宁省农业科学院,沈阳农业大学,2023-11-01,2023-11-15,2024-11-15,2024-10-15,辽宁果树科技有限公司,新品种审定申请,辽宁果树科技有限公司,辽宁省农业农村厅,https://www.ln.gov.cn,2024/9/30,,,,
MF030481,抗霜冻猕猴桃育种技术,常规育种,已完成,第二阶段,区域试验,江西省农业科学院,南昌大学,2023-06-30,2023-07-15,2024-07-15,2024-06-15,江西良种科技有限公司,新品种审定申请,江西良种科技有限公司,江西省农业农村厅,https://www.jx.gov.cn,2024/9/30,,,,
MF035562,高产油菜育种技术,转基因育种,正在进行,第一阶段,初步试验,安徽省农业大学,合肥工业大学,2023-09-18,2023-10-01,2024-10-01,2024-09-01,安徽梅花生物科技有限公司,新品种审定申请,安徽梅花生物科技有限公司,安徽省农业农村厅,https://www.ah.gov.cn,2024/9/30,,,,
MF778092,抗逆青稞育种技术,常规育种,已完成,第三阶段,大田试验,西藏自治区农业科学院,西藏农林学院,2023-12-05,2023-12-15,2024-12-15,2024-11-15,西藏高原科技有限公司,新品种审定申请,西藏高原科技有限公司,西藏自治区农业农村厅,https://www.xizang.gov.cn,2024/9/30,,,,
MF996253,高营养豆类育种技术,转基因育种,正在进行,第一阶段,初步试验,广西省农业科学院,南宁农业大学,2023-09-25,2023-10-10,2024-10-10,2024-09-10,广西优种生物科技有限公司,新品种审定申请,广西优种生物科技有限公司,广西省农业农村厅,https://www.gx.gov.cn,2024/9/30,,,,
MF635142,高抗盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,内蒙古农科院,内蒙古农业大学,2023-08-10,2023-09-01,2024-09-01,2024-08-01,内蒙古森农生物科技有限公司,新品种审定申请,内蒙古森农生物科技有限公司,内蒙古自治区农业农村厅,http://www.nmgnc.gov.cn,2024/9/30,,,,
MF030481,抗旱耐热小麦育种技术,常规育种,已完成,第三阶段,大田试验,新疆农科院,新疆农业大学,2023-06-25,2023-07-15,2024-07-15,2024-06-01,新疆科技有限公司,新品种审定申请,新疆科技有限公司,新疆维吾尔自治区农业农村厅,http://www.xjagri.gov.cn,2024/9/30,,,,
MF035562,抗病毒蔬菜育种技术,转基因育种,正在进行,第二阶段,区域试验,浙江省农科院,浙江大学,2023-09-20,2023-10-01,2024-10-01,2024-09-01,浙江丰收生物科技有限公司,新品种审定申请,浙江丰收生物科技有限公司,浙江省农业农村厅,http://www.zjagri.gov.cn,2024/9/30,,,,
MF778092,优质香葱育种技术,常规育种,已完成,第一阶段,初步试验,福建省农科院,福建农林大学,2023-07-15,2023-08-01,2024-08-01,2024-07-20,福建优农科技有限公司,新品种审定申请,福建优农科技有限公司,福建省农业农村厅,http://www.fjagri.gov.cn,2024/9/30,,,,
MF996253,无公害桃育种技术,常规育种,正在进行,第二阶段,区域试验,辽宁省农科院,辽宁大学,2023-04-01,2023-04-20,2024-04-20,2024-03-15,辽宁丰果生物有限公司,新品种审定申请,辽宁丰果生物有限公司,辽宁省农业农村厅,http://www.lnagri.gov.cn,2024/9/30,,,,
MF030490,高品质葡萄育种技术,常规育种,已完成,第三阶段,大田试验,河北省农科院,河北农业大学,2023-05-05,2023-05-20,2024-05-20,2024-04-01,河北良种科技有限公司,新品种审定申请,河北良种科技有限公司,河北省农业农村厅,http://www.hebeiagri.gov.cn,2024/9/30,,,,
MF737405,富硒水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,山西省农科院,山西农业大学,2023-08-30,2023-09-15,2024-09-15,2024-08-20,山西生态农业科技有限公司,新品种审定申请,山西生态农业科技有限公司,山西省农业农村厅,http://www.shanxiagri.gov.cn,2024/9/30,,,,
MF035586,耐寒苹果育种技术,常规育种,已完成,第三阶段,区域试验,吉林省农科院,吉林农业大学,2023-06-18,2023-07-05,2024-07-05,2024-06-10,吉林优果生物科技有限公司,新品种审定申请,吉林优果生物科技有限公司,吉林省农业农村厅,http://www.jilinagri.gov.cn,2024/9/30,,,,
MF779985,抗紫外线番茄育种技术,转基因育种,正在进行,第一阶段,初步试验,陕西省农科院,西北农林科技大学,2023-08-05,2023-08-20,2024-08-20,2024-07-15,陕西优质农业科技有限公司,新品种审定申请,陕西优质农业科技有限公司,陕西省农业农村厅,http://www.shaanxiagri.gov.cn,2024/9/30,,,,
MF658312,耐盐水稻育种技术,常规育种,正在进行,第一阶段,初步试验,江苏省农科院,南京农业大学,2023-10-10,2023-11-01,2024-11-01,2024-10-01,江苏释米生物科技有限公司,新品种审定申请,江苏释米生物科技有限公司,江苏省农业农村厅,https://www.jiangsu.gov.cn,2024/9/30,,,,
MF030481,抗逆淀粉玉米育种技术,转基因育种,已完成,第二阶段,区域试验,广东省农科院,广州农业大学,2023-09-15,2023-10-15,2024-10-15,2024-09-15,广东丰收生物科技有限公司,新品种审定申请,广东丰收生物科技有限公司,广东省农业农村厅,https://www.guangdong.gov.cn,2024/9/30,,,,
MF035562,抗虫花生育种技术,转基因育种,正在进行,第三阶段,大田试验,河北省农科院,河北农业大学,2023-08-20,2023-09-01,2024-09-01,2024-08-01,河北良种科技有限公司,新品种审定申请,河北良种科技有限公司,河北省农业农村厅,https://www.heb.gov.cn,2024/9/30,,,,
MF778092,耐虫玉米育种技术,常规育种,已完成,完成阶段,区域试验,辽宁省农科院,沈阳农业大学,2023-07-15,2023-08-01,2024-08-01,2024-07-01,辽宁丰收生物科技有限公司,新品种审定申请,辽宁丰收生物科技有限公司,辽宁省农业农村厅,https://www.liaoning.gov.cn,2024/9/30,,,,
MF996253,高产、小粒大豆育种技术,常规育种,正在进行,第一阶段,初步试验,湖北省农科院,武汉农业大学,2023-06-05,2023-06-20,2024-06-20,2024-05-20,湖北优良种子科技有限公司,新品种审定申请,湖北优良种子科技有限公司,湖北省农业农村厅,https://www.hubei.gov.cn,2024/9/30,,,,
MF635142,抗干旱高粱育种技术,转基因育种,已完成,第二阶段,区域试验,内蒙古农科院,内蒙古农业大学,2023-05-25,2023-06-15,2024-06-15,2024-05-15,内蒙古良种科技有限公司,新品种审定申请,内蒙古良种科技有限公司,内蒙古自治区农业农村厅,https://www.nmg.gov.cn,2024/9/30,,,,
MF030481,增强型抗生物制剂小麦育种技术,常规育种,正在进行,第一阶段,初步试验,甘肃省农科院,兰州农业大学,2023-04-15,2023-05-01,2024-05-01,2024-04-01,甘肃丰壮生物科技有限公司,新品种审定申请,甘肃丰壮生物科技有限公司,甘肃省农业农村厅,https://www.gansu.gov.cn,2024/9/30,,,,
MF035562,耐寒苹果育种技术,转基因育种,已完成,完成阶段,区域试验,吉林省农科院,长春农业大学,2023-03-05,2023-03-15,2024-03-15,2024-02-15,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jilin.gov.cn,2024/9/30,,,,
MF778092,高糖分沙糖橘育种技术,转基因育种,正在进行,第一阶段,初步试验,海南省农科院,海口农业大学,2023-10-20,2023-11-15,2024-11-15,2024-10-10,海南农丰生物科技有限公司,新品种审定申请,海南农丰生物科技有限公司,海南省农业农村厅,https://www.hainan.gov.cn,2024/9/30,,,,
MF996253,抗盐水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,天津市农学院,南开大学,2023-10-10,2023-10-15,2024-10-15,2024-09-01,天津生物科技有限公司,新品种审定申请,天津生物科技有限公司,天津市农业农村厅,https://www.tianjin.gov.cn/,2024/9/30,,,,
MF030490,高效豆类育种技术,常规育种,已完成,第二阶段,区域试验,吉林省农业科学院,东北农业大学,2023-07-15,2023-08-01,2024-08-01,2024-07-20,吉林良种科技有限公司,新品种审定申请,吉林良种科技有限公司,吉林省农业农村厅,https://www.jl.gov.cn/,2024/9/30,,,,
MF737405,抗寒苹果育种技术,转基因育种,正在进行,第一阶段,初步试验,陕西省果树研究所,西北农林科技大学,2023-09-10,2023-09-20,2024-09-20,2024-08-15,陕西苹果科学技术有限公司,新品种审定申请,陕西苹果科学技术有限公司,陕西省农业农村厅,https://www.shaanxi.gov.cn/,2024/9/30,,,,
MF035586,超早熟甜玉米育种技术,常规育种,已完成,第一阶段,初步试验,四川省农业技术推广中心,四川农业大学,2023-08-05,2023-08-15,2024-08-15,2024-07-10,四川良种科技有限公司,新品种审定申请,四川良种科技有限公司,四川省农业农村厅,https://www.sc.gov.cn/,2024/9/30,,,,
MF779985,耐贫瘠土壤大豆育种技术,转基因育种,正在进行,第二阶段,大田试验,湖南省农科院,湖南农业大学,2023-09-20,2023-09-25,2024-09-25,2024-08-30,湖南良种科技有限公司,新品种审定申请,湖南良种科技有限公司,湖南省农业农村厅,https://www.hunan.gov.cn/,2024/9/30,,,,
MF658312,高抗逆环境小麦育种技术,常规育种,已完成,第二阶段,区域试验,河北省农科院,河北农业大学,2023-06-05,2023-06-10,2024-06-10,2024-05-30,河北良种科技有限公司,新品种审定申请,河北良种科技有限公司,河北省农业农村厅,https://www.hebei.gov.cn/,2024/9/30,,,,
MF996253,增强抗霜冻的土豆育种技术,转基因育种,正在进行,第一阶段,初步试验,浙江省农业科学研究院,浙江大学,2023-08-18,2023-08-25,2024-08-25,2024-07-01,浙江土豆科技有限公司,新品种审定申请,浙江土豆科技有限公司,浙江省农业农村厅,https://www.zj.gov.cn/,2024/9/30,,,,
MF030481,抗病蔬菜育种技术,常规育种,已完成,第二阶段,区域试验,福建省农业科学院,福建农林大学,2023-10-22,2023-10-25,2024-10-25,2024-09-15,福建蔬菜科技有限公司,新品种审定申请,福建蔬菜科技有限公司,福建省农业农村厅,https://www.fujian.gov.cn/,2024/9/30,,,,
MF035562,防虫豇豆育种技术,转基因育种,正在进行,第一阶段,初步试验,广西省农科院,广西大学,2023-11-05,2023-11-10,2024-11-10,2024-10-01,广西农业科技有限公司,新品种审定申请,广西农业科技有限公司,广西省农业农村厅,https://www.guangxi.gov.cn/,2024/9/30,,,,
MF778092,抗盐碱水稻育种技术,转基因育种,正在进行,第一阶段,初步试验,辽宁省农业科学院,辽宁农业大学,2023-06-01,2023-06-15,2024-06-15,2024-05-01,辽宁优种生物科技有限公司,新品种审定申请,辽宁优种生物科技有限公司,辽宁省农业农村厅,https://www.lnagri.gov.cn/,2024/9/30,,,,
MF996253,高产抗逆玉米育种技术,常规育种,已完成,第二阶段,区域试验,四川省农科院,四川农业大学,2023-07-10,2023-08-01,2024-08-01,2024-07-01,四川良种开发有限公司,新品种审定申请,四川良种开发有限公司,四川省农业农村厅,https://www.scagri.gov.cn/,2024/9/30,,,,
MF635142,耐寒小麦育种技术,常规育种,正在进行,第一阶段,初步试验,黑龙江省农科院,黑龙江农业大学,2023-08-15,2023-09-01,2024-09-01,2024-08-01,黑龙江农业科技有限公司,新品种审定申请,黑龙江农业科技有限公司,黑龙江省农业农村厅,https://www.hljagri.gov.cn/,2024/9/30,,,,
