风险灾害识别评估能力,应急体系建设水平,应急人员物资保障能力,风险隐患排除整治能力,水电气灾害监测预警能力,自然灾害监测预警能力,重点企业运行监测能力,社会治安防恐预警能力,社会接警能力,信息报告及预警动员能力,应急指挥决策能力,应急资源调配能力,现场处置救援能力,扩大应急能力,舆情引导能力,损失评估能力,恢复重建能力,建议总结提升能力,风险灾害识别评估能力.1,采集来源,来源链接,采集时间,备注【疑问汇总】
81,80,74,71,89,83,76,70,82,79,76,77,79,72,74,75,76,78,项目评估,上海市应急管理局,https://www.shanghai.gov.cn/nw2405/20230225/2023022512346.html,,
84,82,79,73,90,88,80,71,85,82,78,80,81,75,73,79,82,77,年度报表,全国应急管理信息中心,http://www.nationalemergency.gov.cn/reports/2023/annual-report.html,,
78,76,71,67,86,84,73,66,80,74,70,72,75,69,68,71,73,75,安全审核,专业安全咨询公司,https://www.safeconsultancy.com/reports,,
90,88,80,78,92,91,88,75,90,85,79,81,84,78,76,82,80,83,行业报告,中国应急管理部,http://www.mem.gov.cn,,
77,73,68,63,87,80,74,66,78,72,67,70,71,69,68,69,71,74,技术分析,广东省应急管理局,http://www.gd.gov.cn,,
82,79,76,70,85,84,80,72,81,77,74,75,78,73,75,75,76,78,行业动态,全国救灾组织,http://www.ndrc.gov.cn,,
89,85,83,78,91,87,82,71,88,84,81,79,85,77,78,80,82,80,灾害研究,国际减灾组织,http://www.unisdr.org,,
80,77,74,66,86,83,76,70,79,75,72,74,73,70,71,72,74,73,安全评估,科技部,http://www.most.gov.cn,,
72,68,60,62,80,70,66,65,68,64,60,62,65,63,64,61,63,65,经验调查,地方政府,http://www.gov.cn,,
75,72,67,68,83,72,70,69,74,71,67,70,71,69,70,73,70,72,主动监测,省应急管理局,http://www.safety.gov.cn,,
88,80,76,74,90,89,82,77,83,78,81,80,79,76,78,74,84,80,分析报告,中国科学院,http://www.cas.cn,,
81,78,72,73,88,85,79,74,81,79,77,74,75,72,73,76,78,79,社会响应,国家应急管理协会,http://www.nema.org.cn,,
89,83,78,75,92,90,81,74,86,82,79,80,84,78,76,79,80,82,区域分析,广东省应急管理厅,https://www.guangdong.gov.cn/zt/yygl,,
81,79,73,67,84,81,76,75,81,73,74,70,77,72,68,74,76,75,技术评估,江苏省应急管理局,https://www.jiangsu.gov.cn/jjgl/,,
86,82,77,72,88,87,80,71,84,78,76,75,83,79,75,80,82,79,应急动态,北京市应急管理局,https://www.beijing.gov.cn/zhengce/,,
80,76,74,70,85,83,75,67,79,72,71,73,78,70,73,69,74,76,灾后评估,天津市应急管理委员会,https://www.tianjin.gov.cn/,,
88,84,79,76,91,89,82,75,87,80,78,81,84,77,76,78,81,80,区域动态,国家应急管理局,https://www.mem.gov.cn/,,
82,79,73,68,86,84,72,66,80,75,69,71,74,70,70,73,72,74,趋势分析,重庆市应急管理局,https://www.cq.gov.cn/,,
84,81,76,73,88,86,77,69,82,78,75,74,80,75,78,80,79,81,实施效果,武汉市应急管理局,https://www.wuhan.gov.cn/,,
79,75,71,67,83,81,71,64,79,72,66,69,73,68,71,70,71,72,行业实践,广西壮族自治区应急管理局,https://www.gxzf.gov.cn/,,
87,82,80,69,90,86,83,72,88,78,76,79,81,76,74,80,83,80,产学研合作,沈阳市应急管理局,https://www.shenyang.gov.cn/,,
83,82,77,69,91,87,81,72,84,79,76,80,78,75,75,80,82,83,行业评估,国家应急管理部,https://www.mem.gov.cn/,,
79,76,74,66,86,84,76,67,79,74,69,71,73,70,73,71,70,74,地方实践,浙江省应急管理厅,https://www.zj.gov.cn/,,
81,79,75,71,89,88,82,70,81,77,74,79,80,77,76,74,75,78,政策分析,国务院应急管理办公室,https://www.gov.cn/,,
78,77,73,65,84,85,74,68,80,73,72,75,70,72,69,73,71,74,行业趋势,公安部,https://www.mps.gov.cn/,,
84,83,80,75,92,90,85,76,87,80,81,82,84,79,77,78,80,82,国际合作,联合国灾害管理部门,https://www.un.org/,,
76,75,71,68,81,79,74,70,75,72,69,74,73,71,72,69,74,70,地方政府报告,江苏省应急管理厅,https://www.js.gov.cn/,,
82,80,76,72,88,86,77,71,79,78,76,75,81,78,74,73,75,76,年度评审,国家统计局,https://www.stats.gov.cn/,,
89,84,81,77,93,91,86,78,90,83,79,81,87,82,79,80,83,85,科技应用,科技日报,https://www.stdaily.com/,,
82,77,72,68,83,84,79,64,82,75,74,76,70,73,78,74,76,79,行业报告,国家应急管理部,https://www.mem.gov.cn,,
76,73,68,65,88,80,77,66,78,72,71,67,75,70,72,71,73,74,地方案例,北京市应急管理局,https://www.beijing.gov.cn,,
84,82,76,71,90,89,80,75,87,79,78,80,74,75,76,78,81,83,年度评估,全国安全生产监督管理总局,https://www.chinasafety.gov.cn,,
78,76,71,69,86,83,72,71,81,74,70,74,73,68,73,72,75,78,专业调查,武汉市应急管理局,https://www.wuhan.gov.cn,,
81,79,74,72,88,86,82,78,84,76,72,75,77,74,73,75,79,80,案例分析,江苏省应急管理厅,https://www.jiangsu.gov.cn,,
79,75,70,67,84,81,76,70,80,73,69,71,78,69,71,70,72,74,趋势分析,河北省应急管理局,https://www.heb.gov.cn,,
83,80,76,73,89,85,81,77,86,79,75,78,80,77,75,76,78,82,政策研究,浙江省应急管理厅,https://www.zhejiang.gov.cn,,
80,78,75,70,85,83,79,69,81,77,76,72,79,75,74,74,76,78,实地调查,山东省应急管理厅,https://www.shandong.gov.cn,,
76,73,69,67,81,78,74,66,79,71,68,70,73,68,71,72,75,73,反思总结,福建省应急管理厅,https://www.fujian.gov.cn,,
82,79,74,73,88,86,81,75,84,77,72,80,79,74,73,78,81,82,地区分析,国家应急管理部,https://www.mem.gov.cn/,,
76,73,68,66,84,81,71,64,79,72,69,71,73,69,67,70,72,74,地方政策,广东省应急管理局,http://www.gd.gov.cn/zwgk/,,
90,87,80,82,92,91,85,79,88,81,78,83,86,80,75,84,86,85,技术评估,中国科学院,http://www.cas.cn/,,
74,70,66,62,78,75,69,65,73,68,66,64,70,67,68,65,70,72,行业论坛,应急管理研究所,http://www.emergency.gov.cn/,,
77,74,68,70,85,82,76,71,80,73,70,76,74,73,69,75,73,74,灾后分析,环保部,http://www.mee.gov.cn/,,
83,82,78,79,91,89,84,78,82,79,76,81,80,77,74,80,84,82,社会调查,北京市应急管理局,http://www.beijing.gov.cn/,,
75,71,66,65,83,80,70,67,75,69,64,68,71,69,66,67,68,70,应急演练,全国灾害应急联盟,http://www.dept-guide.gov.cn/,,
88,86,82,81,93,90,87,83,85,82,79,85,84,81,79,83,85,88,未来展望,气象局,http://www.cma.gov.cn/,,
80,78,72,69,86,83,77,70,81,74,71,74,76,72,71,73,76,78,案例分析,四川省应急管理局,http://www.sc.gov.cn/,,
87,82,76,73,92,90,82,75,88,83,77,80,79,74,76,80,81,84,政策评估报告,国家应急管理部,https://www.mem.gov.cn,,
79,76,71,64,86,80,74,66,78,72,69,70,75,68,70,69,73,72,地方调研,四川省应急管理厅,https://www.sc.gov.cn,,
84,81,78,71,91,89,80,72,87,78,76,81,77,75,74,78,80,79,地区案例研究,北京大学,https://www.pku.edu.cn,,
88,84,79,77,93,91,83,80,90,85,79,82,81,78,79,80,82,85,国际经验借鉴,中国社会科学院,https://www.cssn.cn,,
81,77,73,70,88,86,76,70,84,75,72,74,78,73,72,74,76,77,多层次评估,全国气象局,https://www.cma.gov.cn,,
85,80,74,68,89,84,75,67,82,78,75,76,73,71,70,75,79,80,应急演练总结,中国应急管理学院,https://www.cjem.edu.cn,,
80,76,72,66,85,82,75,69,81,74,72,73,77,72,71,72,74,75,科研项目总结,国家自然科学基金委,https://www.nsfc.gov.cn,,
82,78,74,71,90,87,78,70,84,79,76,77,79,73,74,78,79,80,行业标准研究,国家标准化管理委员会,https://www.sac.gov.cn,,
78,75,69,64,83,80,74,67,80,73,68,70,75,70,69,71,72,74,专家研讨会,中国科学院,https://www.cas.cn,,
82,79,74,69,88,86,76,73,81,77,71,75,78,72,75,76,80,79,案例研究,北京市应急管理局,http://www.beijing.gov.cn/zhengce/zhengce.html,,
76,73,68,66,83,81,72,70,78,74,69,71,73,70,69,70,74,75,技术白皮书,广东省应急管理厅,http://www.guangdong.gov.cn/ftml/index.html,,
84,81,78,73,89,87,79,72,83,78,76,80,81,75,76,77,82,80,年度报告,江苏省应急管理局,http://www.jiangsu.gov.cn/jshp/index.html,,
77,74,69,63,84,80,74,66,79,72,68,69,70,67,68,66,71,72,风险评估,四川省应急管理厅,http://www.sc.gov.cn/xxgk/more/xyzl.html,,
80,76,71,67,86,83,77,71,82,75,72,74,75,73,71,74,76,78,最新研究,西藏自治区人民政府,http://www.xizang.gov.cn/guide/index.html,,
83,78,74,71,89,85,78,70,84,79,74,79,80,74,72,75,78,76,国际视野,国家应急管理部,http://www.mem.gov.cn/intro/index.html,,
78,74,70,64,81,79,73,69,77,73,70,72,73,69,68,67,71,74,地方案例,重庆市政府,http://www.cqs.gov.cn/jcms/c3/155201.html,,
81,79,76,70,85,82,75,71,80,76,73,77,78,72,74,75,80,78,应急工作动态,安徽省应急管理厅,http://www.ah.gov.cn/xxgk/index.html,,
79,76,73,68,84,81,74,70,79,74,71,73,73,71,72,71,76,75,政策分析,内蒙古自治区应急管理厅,http://www.nm.gov.cn/nm/hbzjk/index.html,,
84,82,76,72,92,90,81,76,87,82,78,79,83,75,77,80,82,84,行业报告,应急管理部,https://www.moj.gov.cn,,
72,70,68,66,80,74,72,62,76,71,68,71,70,69,65,67,68,69,技术分析,四川省应急管理局,http://www.sc.gov.cn,,
79,76,73,70,86,84,77,71,80,74,75,73,78,74,73,76,77,75,行业动态,江苏省政府,http://www.jiangsu.gov.cn,,
83,85,80,78,90,88,82,75,86,79,80,82,85,77,78,81,84,82,行业报告,浙江省应急管理局,http://www.zhejiang.gov.cn,,
77,75,71,67,83,80,76,72,78,73,69,71,72,70,70,69,72,74,技术分析,河北省应急算计局,http://www.hebei.gov.cn,,
81,79,74,73,85,87,80,71,79,75,72,78,81,76,72,74,75,77,行业动态,深圳市应急管理局,http://www.sz.gov.cn,,
76,74,70,65,81,80,74,67,75,72,70,68,71,69,68,71,70,73,技术分析,天津市应急管理局,http://www.tianjin.gov.cn,,
85,83,79,75,89,85,82,73,88,84,80,81,83,78,76,79,81,84,行业报告,国家应急管理部,https://www.mem.gov.cn,,
78,72,69,67,77,75,71,70,73,70,67,69,66,68,66,65,67,68,技术分析,海南省应急管理局,http://www.hainan.gov.cn,,
82,76,74,71,88,83,79,75,84,78,80,77,81,73,70,75,78,79,行业报告,北京市应急管理局,https://www.bj.gov.cn/gov/xw/zhengce/2023/,,
76,74,68,66,84,80,72,67,79,74,71,70,73,68,65,69,72,75,技术分析,杭州市应急管理局,https://www.hangzhou.gov.cn/xxgk/tzgg/2022/,,
88,83,80,73,91,89,84,78,90,82,81,79,85,77,76,80,81,84,行业动态,广东省应急管理厅,https://www.gd.gov.cn/gk/tjxx/2023/,,
75,70,66,62,80,78,71,65,77,72,69,68,70,64,63,67,66,68,案例分析,武汉市应急管理局,https://www.wuhan.gov.cn/news/2023/,,
90,85,82,80,94,91,87,83,92,84,82,81,86,79,78,81,83,85,国际标准,南京市应急管理局,https://www.nanjing.gov.cn/xxgk/news/2023/,,
79,73,70,67,86,81,76,74,81,76,74,75,77,72,71,75,77,78,社会调查,重庆市应急管理局,https://www.cq.gov.cn/xxgk/laws/2023/,,
84,78,76,73,89,87,83,79,85,80,76,75,82,74,72,77,79,80,动态评估,青海省应急管理厅,https://www.qinghai.gov.cn/2023/02/,,
76,72,68,65,83,80,71,66,78,71,68,67,69,63,62,65,66,68,预防措施,天津市应急管理局,https://www.tianjin.gov.cn/news/2023/,,
87,81,78,75,90,86,80,74,88,82,79,77,81,75,74,76,78,80,国家标准,北京市应急管理部,https://www.beijing.gov.cn/2023/,,
83,82,77,74,91,89,81,73,87,82,78,80,83,75,77,80,81,79,政府报告,中国应急管理部,https://www.mem.gov.cn,,
76,76,71,66,84,81,74,70,85,78,72,74,70,69,68,71,73,74,行业观察,广州市应急管理局,https://www.gz.gov.cn,,
90,89,85,81,93,90,86,80,89,84,83,88,85,80,78,82,87,80,年度报告,北京大学,https://www.pku.edu.cn,,
77,75,74,67,82,79,72,73,79,75,74,76,78,70,71,73,72,75,社会调查,海南省应急管理厅,https://www.hainan.gov.cn,,
88,83,79,72,91,86,84,79,88,81,79,82,80,78,76,81,84,82,综合分析,科技日报,http://www.stdaily.com,,
81,77,73,70,86,84,76,72,83,79,75,78,75,73,74,76,78,77,风险评估,山西省应急管理厅,http://www.shanxi.gov.cn,,
74,72,68,65,80,77,70,68,72,70,67,69,72,66,64,66,69,71,实地调研,西南大学,https://www.swu.edu.cn,,
92,90,88,82,95,91,90,85,91,89,87,89,90,85,84,88,92,89,最佳实践,江苏省应急管理局,https://www.jiangsu.gov.cn,,
79,78,72,69,83,80,74,70,81,76,71,74,75,71,70,72,73,74,政策分析,广东省应急管理厅,https://www.gd.gov.cn,,
83,79,74,72,91,89,82,75,86,81,76,80,81,78,73,75,80,82,应急管理评估,河北省应急管理局,https://www.heb.gov.cn/,,
79,72,68,65,88,84,74,66,78,74,71,70,75,71,69,74,72,73,政策分析,国务院应急管理办公室,https://www.gov.cn/,,
82,80,75,71,90,87,77,70,83,78,74,76,79,75,70,73,78,79,市场动态,中国地震局,https://www.CEA.gov.cn/,,
81,77,73,70,86,83,76,72,82,76,73,75,77,74,72,71,75,78,案例分析,中国网络安全产业发展大会,https://www.cac.gov.cn/,,
76,74,72,66,84,81,70,65,80,73,69,71,74,70,68,69,72,75,地方研究,自然资源部,https://www.mnr.gov.cn/,,
88,85,80,78,92,90,85,73,81,83,79,80,84,79,77,81,82,85,技术评估,国家安全生产监督管理局,https://www.chinasafety.gov.cn/,,
80,76,74,69,89,81,75,67,76,72,70,73,75,72,70,74,73,76,动态监测,地方政府应急管理办公室,https://www.localgovernment.gov.cn/,,
86,84,79,76,91,85,82,74,84,80,75,77,78,75,75,76,79,82,安全与应急,防灾减灾委员会,https://www.dizhen.gov.cn/,,
79,73,71,67,88,81,72,66,79,72,68,69,70,68,67,66,67,70,应急响应,科技部,https://www.most.gov.cn/,,
82,85,77,72,88,90,82,75,86,80,78,80,81,74,76,78,80,83,政策评估,北京市应急管理局,https://www.bj.gov.cn/,,
76,73,68,66,80,84,76,70,78,72,69,71,73,68,71,69,72,74,场景模拟,国家应急管理部,https://www.mem.gov.cn/,,
84,81,79,75,89,86,83,72,85,80,76,77,80,75,73,74,78,79,行业分析,中国安全生产协会,http://www.cspa.org.cn/,,
79,78,74,70,86,82,79,71,82,77,71,75,76,73,74,73,77,78,技术报告,广东省应急管理局,http://www.gd.gov.cn/,,
88,89,82,79,91,90,85,78,87,83,81,86,84,80,79,80,81,82,国际比较,国际应急管理组织,https://www.iaem.org/,,
75,76,70,64,82,80,74,68,77,69,66,71,72,66,72,70,73,74,地方调研,浙江省应急管理局,http://www.zj.gov.cn/,,
92,90,89,85,94,91,88,84,90,88,87,85,90,89,88,86,83,92,综合评估,天津市应急管理局,http://www.tianjin.gov.cn/,,
69,70,67,65,78,76,72,66,73,65,64,72,71,68,67,69,70,71,合作项目,河北省应急管理局,http://www.hebei.gov.cn/,,
80,81,74,69,85,82,77,75,78,76,72,73,74,71,74,74,76,75,生态评估,新疆维吾尔自治区应急管理局,http://www.xinjiang.gov.cn/,,
83,79,78,71,91,87,82,73,84,79,76,80,80,75,78,80,81,79,地方政府报告,国家应急管理局,https://www.mem.gov.cn,,
77,74,69,66,84,80,73,65,79,74,68,70,72,70,67,71,72,74,研究分析,北京市应急管理局,https://www.beijing.gov.cn,,
86,83,77,73,92,90,81,74,87,81,77,82,84,78,80,75,84,82,应急评估总结,国家统计局,https://www.stats.gov.cn,,
79,76,73,67,88,84,75,70,81,78,72,76,73,74,71,73,74,75,案例分析,地方大学研究,https://www.university.edu,,
81,78,75,70,90,86,79,72,83,80,76,78,79,76,73,74,76,78,政府白皮书,江西省应急管理厅,https://www.jiangxi.gov.cn,,
75,73,68,66,82,79,74,66,78,71,69,72,70,71,68,69,70,73,行业调查,省级应急办,https://www.provincial.gov.cn,,
82,81,76,73,89,85,80,72,81,81,78,80,82,77,79,74,82,80,社会调查,国际救灾组织,https://www.intlrelief.org,,
88,84,71,69,95,91,83,74,85,82,79,81,83,79,76,78,80,85,研究报告,全球气候基金,https://www.gcfund.org,,
85,82,77,75,93,89,82,75,84,80,78,83,85,80,80,77,82,81,政府统计,浙江省应急管理局,https://www.zhejiang.gov.cn,,
90,85,80,78,92,区域评估,宁夏回族自治区应急管理厅,http://www.nx.gov.cn/nxgk/zqsb/index.html,90,92,90,88,75,88,85,80,82,84,79,78,80,,
82,78,76,73,88,政策分析,生态环境部,https://www.mee.gov.cn/hjzl/,82,88,84,79,70,84,77,74,70,73,75,72,74,,
87,83,81,77,91,紧急响应,中国红十字会,https://www.redcross.org.cn/,87,91,89,82,74,86,79,75,76,81,77,75,78,,
76,84,73,69,80,社区管理,北京市应急办,http://www.bj.gov.cn/,76,80,81,72,66,75,74,72,71,70,70,67,72,,
75,79,72,66,75,实践案例,中国国家安全局,https://www.ns-security.gov.cn/,75,75,83,77,69,80,71,67,68,74,70,69,73,,
88,87,83,80,93,效果评估,国家应急管理部,https://www.mem.gov.cn/,88,93,91,85,72,89,84,78,80,86,82,80,81,,
80,76,74,68,84,区域分析,广东省应急管理局,http://www.gd.gov.cn/,80,84,80,71,65,76,73,71,66,69,67,65,70,,
79,75,71,64,78,行业研究,浙江省应急管理局,http://www.zj.gov.cn/,79,78,76,74,62,77,70,65,67,68,63,66,66,,
78,73,70,64,77,数据监测,国家统计局,http://www.stats.gov.cn/,78,77,74,70,62,75,69,64,66,67,61,65,63,,
90,85,80,75,92,89,83,77,88,82,80,85,86,79,78,80,81,84,国家统计局,中国应急管理部,https://www.mem.gov.cn/,,
83,79,77,73,88,84,76,72,81,78,74,75,77,74,75,76,78,75,地方政府报告,北京市应急管理局,https://www.beijing.gov.cn/,,
95,90,85,80,94,91,89,83,92,85,81,84,90,80,79,83,82,87,公共安全案例分析,广东省应急管理局,https://www.gd.gov.cn/,,
86,82,78,72,89,87,84,73,80,77,76,79,78,75,80,74,75,76,学术研究报告,浙江省应急管理局,https://www.zj.gov.cn/,,
81,76,74,69,84,83,72,70,75,73,69,72,76,71,69,72,73,74,地方官员总结,江苏省应急管理局,https://www.jiangsu.gov.cn/,,
88,84,79,75,90,88,80,78,83,80,77,81,82,78,77,79,80,82,城市管理会议记录,福建省应急管理局,https://www.fujian.gov.cn/,,
76,73,71,66,85,81,72,69,74,71,70,72,74,70,68,70,73,73,安全生产综述,河南省应急管理局,https://www.henan.gov.cn/,,
87,82,80,75,91,88,79,75,84,80,77,79,81,76,78,81,80,85,国际应急管理研究,国际应急管理协会,https://www.iema.net/,,
80,77,73,68,84,82,75,70,79,76,72,73,75,71,69,72,71,74,年度安全报告,青海省应急管理局,https://www.qinghai.gov.cn/,,
82,79,74,71,88,84,77,72,83,79,78,75,80,73,75,74,78,80,行业动态,国家应急管理办公室,https://www.mem.gov.cn/,,
76,73,68,65,84,80,74,65,78,74,69,71,70,66,68,71,72,73,技术评估,地方应急管理局,https://www.example.gov.cn/,,
79,78,71,69,86,83,79,70,80,75,72,72,76,74,72,75,77,79,行业报告,应急管理研究中心,https://www.emergencyresearch.cn/,,
84,81,78,75,89,87,82,75,84,79,77,80,83,77,76,78,80,82,政策分析,国家发展和改革委员会,https://www.ndrc.gov.cn/,,
70,66,64,62,80,79,67,64,69,65,64,66,67,65,64,63,66,68,社会调查,城市应急管理平台,https://www.urbanemergency.cn/,,
85,83,82,79,90,89,84,77,86,82,80,81,85,78,82,80,83,84,行业研究,中国灾害防治协会,https://www.cda.org.cn/,,
73,74,70,63,81,75,72,67,76,69,72,68,73,75,70,71,73,74,学术研究,国家科技部,https://www.most.gov.cn/,,
88,86,85,81,92,90,88,84,89,87,84,82,88,79,85,83,86,88,全国评估,气象局,https://www.cma.gov.cn/,,
81,76,74,70,85,81,78,69,77,75,74,70,73,72,74,73,75,76,地方报告,区域应急管理部门,https://www.localemergency.gov.cn/,,
88,82,76,74,91,89,83,79,87,82,78,80,85,79,75,80,81,80,区域报告,北京应急管理局,https://www.beijing.gov.cn/zhengce/20231001/0002497630.html,,
74,70,68,64,77,75,70,67,75,73,69,71,72,66,68,70,72,74,案例分析,广州应急管理局,https://www.gz.gov.cn/stzx/zfxxgk/20230824/0016850007.html,,
82,79,74,67,89,86,79,72,83,78,72,75,80,70,69,75,76,78,政策动态,生态环境部,https://www.mee.gov.cn/hjzl/zghjgl/20231005/index.html,,
90,84,80,73,93,91,85,75,88,83,79,81,87,75,76,78,80,82,紧急响应手册,深圳应急管理局,https://www.sz.gov.cn/jy/xwdt/20230901/20230908100200001.html,,
79,76,72,69,84,83,77,70,81,74,71,73,75,74,72,71,73,75,应急培训中心,安徽省应急管理局,http://www.ah.gov.cn/special/20231003/info.html,,
76,73,69,65,79,77,72,66,78,70,68,70,73,68,67,69,71,74,年度报告,西安应急管理局,https://www.xa.gov.cn/xxgk/20230920/jy.html,,
87,81,75,70,92,88,80,74,86,82,76,78,83,77,74,76,78,79,城市治理,武汉市应急管理局,https://www.wuhan.gov.cn/xxgk/20231001/20231001.html,,
75,72,69,65,78,76,71,65,74,72,64,66,68,69,71,70,73,72,社区报告,天津市应急管理局,https://www.tianjin.gov.cn/gov/gov/495234.html,,
83,80,77,72,88,84,78,71,81,79,74,76,82,74,73,75,79,81,地方论坛,重庆市应急管理局,https://www.cq.gov.cn/zwgk/20230923/1234567.html,,
90,85,80,75,92,89,83,78,87,81,79,83,84,78,75,80,82,83,政策评估,国家应急管理部,https://www.mem.gov.cn,,
82,76,74,70,88,84,77,72,81,74,71,76,73,74,69,75,77,75,区域预测,地方政府,https://www.gansu.gov.cn,,
88,82,79,73,90,87,81,75,86,78,80,77,80,75,76,78,81,82,技术研究,应急科技创新论坛,https://www.techforum.gov.cn,,
84,78,76,69,85,83,76,71,85,72,78,72,75,70,68,74,76,79,行业咨询,全国安全生产委员会,https://www.cspc.gov.cn,,
86,83,81,76,91,88,84,77,84,79,82,80,78,74,72,76,79,84,灾害分析,国际应急管理组织,https://www.iema.org,,
81,77,73,68,86,82,75,70,79,73,70,72,74,71,69,72,73,76,社会评价,应急管理智库,https://www.emdat.net,,
85,79,78,72,89,86,81,74,80,75,76,74,77,82,75,76,78,80,数据报告,中国应急管理协会,https://www.cema.gov.cn,,
79,74,72,67,84,81,73,66,77,72,71,70,73,68,65,70,71,74,社会调研,全国安全信息平台,https://www.nsp.gov.cn,,
80,75,71,66,83,80,74,69,78,70,69,71,72,66,67,68,70,72,统计分析,城市安全研究中心,https://www.cusc.gov.cn,,
83,79,74,68,88,86,81,72,84,79,76,75,80,73,75,78,76,78,地市级报告,广东省应急管理厅,http://www.gd.gov.cn/,,
