受理号,合成生物技术名称,合成生物技术类型,注册分类,申请类型,承办日期,企业名称,联合申报企业名称,办理状态,状态开始时间,审评结论,规范企业名称,技术构成,企业名称(CDE),试验登记号,适用领域,规范企业名称.1,注册版本,采集来源,来源链接,采集时间,备注
45678901MB5D78901U/2024-00567,农业转基因改良技术,基因工程,新技术,初审,2023/9/10,西安农科院,西安生物科技研究所,审核中,2023-09-11,待审,西安农科院,转基因作物改良,西安农科院,T20230808,农业、环境,西安农科院,V1.0,陕西省农业农村厅,https://sxx.gov.cn,2024-09-23,
56789012MB6D89012V/2024-00678,合成生物制药工艺,制药技术,新药研发,初审,2023/9/12,成都生物医药公司,四川大学制药学院,审核中,2023-09-13,待审,成都生物医药公司,重组蛋白生产,成都生物医药公司,T20230809,医疗、制药,成都生物医药公司,V1.0,四川省科技局,https://sc.gov.cn,2024-09-23,
67890123MB7D90123W/2024-00789,食品基因改良技术,基因工程,新技术,初审,2023/9/15,天津食品科技公司,天津大学生命科学学院,审核中,2023-09-16,待审,天津食品科技公司,食品安全基因检测,天津食品科技公司,T20230810,食品安全,天津食品科技公司,V1.0,天津市科技委员会,https://tj.gov.cn,2024-09-23,
78901234MB8D01234X/2024-00890,高通量基因组测序技术,基因测序,新技术,初审,2023/9/20,福州生物信息科技公司,福州大学生物学院,审核中,2023-09-21,待审,福州生物信息科技公司,基因组数据分析,福州生物信息科技公司,T20230811,科研、医疗,福州生物信息科技公司,V1.0,福建省科技厅,https://fj.gov.cn,2024-09-23,
89012345MB9D12345Y/2024-00901,新型抗体工程技术,生物医学,新药研发,初审,2023/9/25,重庆生物药品公司,重庆医科大学,审核中,2023-09-26,待审,重庆生物药品公司,单克隆抗体优化,重庆生物药品公司,T20230812,医疗、免疫治疗,重庆生物药品公司,V1.0,重庆市科学技术委员会,https://cq.gov.cn,2024-09-23,
90123456MB0D23456Z/2024-01012.,基于合成生物学的植物疫病管理技术,植物保护,新技术,初审,2023/9/5,南京农业科技公司,南京植物保护研究所,审核中,2023-09-06,待审,南京农业科技公司,合成生物防治因子,南京农业科技公司,T20230805,农业,南京农业科技公司,V1.0,江苏省科学技术厅,http://jst.jiangsu.gov.cn/,2024-09-23,
21450701MB3E38994Q/2024-00073,合成微生物燃料生产技术,生物能源,新能源,初审,2023/9/8,深圳绿能科技有限公司,深圳生物工程研究院,审核中,2023-09-09,待审,深圳绿能科技有限公司,微生物代谢工程,深圳绿能科技有限公司,T20230806,能源,深圳绿能科技有限公司,V1.0,中国科学院,http://www.cas.cn/,2024-09-23,
31461209MB5F49603R/2024-00088,个性化疫苗开发平台,疫苗技术,新药研发,初审,2023/9/10,武汉生物科技有限公司,武汉病毒研究所,审核中,2023-09-11,待审,武汉生物科技有限公司,基因工程疫苗,武汉生物科技有限公司,T20230807,医疗、疫苗,武汉生物科技有限公司,V1.0,湖北省科学技术厅,http://www.hbsti.gov.cn/,2024-09-23,
41472318MB7G50714S/2024-00101,合成生物技术在废水处理中的应用,环境监测,环境保护,初审,2023/9/11,青岛环境科技公司,青岛生态与环境研究所,审核中,2023-09-12,待审,青岛环境科技公司,合成微生物群落,青岛环境科技公司,T20230808,环境修复,青岛环境科技公司,V1.0,山东省科技厅,http://www.sdstc.gov.cn/,2024-09-23,
51483425MB9H61825T/2024-00115,合成生物材料在食品包装的创新技术,生物材料,商业应用,初审,2023/9/12,厦门生物材料科技公司,厦门大学材料学院,审核中,2023-09-13,待审,厦门生物材料科技公司,生物降解材料,厦门生物材料科技公司,T20230809,食品、环保,厦门生物材料科技公司,V1.0,厦门市科技局,http://www.xm.gov.cn/,2024-09-23,
61494536MB0K73936U/2024-00129,合成生物技术在制药中的应用,新药研发,新药研发,初审,2023/9/15,杭州药业科技有限公司,浙江大学医学院,审核中,2023-09-16,待审,杭州药业科技有限公司,合成生物药物设计,杭州药业科技有限公司,T20230810,医疗、制药,杭州药业科技有限公司,V1.0,浙江省科学技术厅,http://www.zj.gov.cn/,2024-09-23,
24050100MB3F38594Q/2024-00071,新型合成生物传感器,生物传感器,新技术,初审,2023/9/18,厦门传感器科技公司,厦门理工大学,审核中,2023-09-19,待审,厦门传感器科技公司,基因传感技术,厦门传感器科技公司,T20230811,环境监测、医疗,厦门传感器科技公司,V1.0,福建省科学技术厅,http://www.fj.gov.cn/,2024-09-23,
36170200MB1A49261R/2024-00084,生物合成催化的药物合成技术,有机合成,新药研发,初审,2023/9/20,重庆药业科技有限公司,重庆大学化学学院,审核中,2023-09-21,待审,重庆药业科技有限公司,生物催化剂,重庆药业科技有限公司,T20230812,制药、化工,重庆药业科技有限公司,V1.0,重庆市科学技术委员会,http://www.cq.gov.cn/,2024-09-23,
47120400MB9B57513W/2024-00029,合成生物技术在代谢工程中的应用,代谢工程,新技术,初审,2023/9/22,西安生物科技公司,西安交通大学,审核中,2023-09-23,待审,西安生物科技公司,代谢调控网络,西安生物科技公司,T20230813,医疗、食品,西安生物科技公司,V1.0,陕西省科学技术厅,http://www.shaanxi.gov.cn/,2024-09-23,
58390600MB7C68245E/2024-00095,高效植物基因组编辑技术,基因编辑,新技术,初审,2023/9/10,深圳环保生物科技有限公司,深圳农业大学,审核中,2023-09-11,待审,深圳环保生物科技有限公司,CRISPR单碱基编辑,深圳环保生物科技有限公司,T20230805,农业、环境,深圳环保生物科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn,2024-09-23,
68410200MB2G79407E/2024-00058,合成生物药物生产平台,生物制药,新药研发,初审,2023/9/15,杭州合成生物公司,浙江大学,审核中,2023-09-16,待审,杭州合成生物公司,核酸和蛋白质生产,杭州合成生物公司,T20230806,制药、医疗,杭州合成生物公司,V1.0,浙江省科技厅,https://www.zj.gov.cn,2024-09-23,
79570300MB0J30986F/2024-00046,针对性癌症疫苗的合成生物平台,疫苗研发,新药研发,初审,2023/9/18,上海癌症研究中心,华东师范大学,审核中,2023-09-19,待审,上海癌症研究中心,肿瘤抗原设计,上海癌症研究中心,T20230807,医疗、疫苗,上海癌症研究中心,V1.0,上海市卫健委,https://wsjkw.sh.gov.cn,2024-09-23,
80640100MB4D84292Y/2024-00012,微生物生物降解技术,环境监测,环境保护,初审,2023/9/20,青岛生态科技有限公司,中国海洋大学,审核中,2023-09-21,待审,青岛生态科技有限公司,微生物筛选与培养,青岛生态科技有限公司,T20230808,环境修复,青岛生态科技有限公司,V1.0,青岛市科技局,https://www.qd.gov.cn,2024-09-23,
91830200MB6Z46110G/2024-00077,生物合成食品添加剂,生物制品,新产品,初审,2023/9/22,广州食品科技公司,中山大学,审核中,2023-09-23,待审,广州食品科技公司,合成生物技术与发酵,广州食品科技公司,T20230809,食品、制药,广州食品科技公司,V1.0,广州市科技局,https://www.gz.gov.cn,2024-09-23,
02718400MB8M81254X/2024-00003,合成生物燃料生产技术,生物能源,新技术,初审,2023/9/25,武汉新能源公司,武汉大学,审核中,2023-09-26,待审,武汉新能源公司,微生物发酵过程,武汉新能源公司,T20230810,能源、环保,武汉新能源公司,V1.0,武汉市科技局,https://www.wh.gov.cn,2024-09-23,
13752500MB5A23402T/2024-00088,精准农业中微生物解决方案,农业生物技术,新技术,初审,2023/9/28,南京生物科技有限公司,南京农业大学,审核中,2023-09-29,待审,南京生物科技有限公司,微生物和植物生长调节剂,南京生物科技有限公司,T20230811,农业,南京生物科技有限公司,V1.0,南京市科技局,https://www.nj.gov.cn,2024-09-23,
23450789HD3F56234Q/2025-00123,生物信息技术与数据分析平台,数据科学,新技术,初审,2023/9/30,成都大数据科技公司,西南科技大学,审核中,2023-10-01,待审,成都大数据科技公司,生物统计分析,成都大数据科技公司,T20230812,医疗、研究,成都大数据科技公司,V1.0,成都市科技局,https://www.cd.gov.cn,2024-09-23,
34561234ZF5G98765R/2026-00234,合成微生物药物合成技术,微生物学,新药研发,初审,2023/9/5,南京生物医药有限公司,南京药物研究所,审核中,2023-09-06,待审,南京生物医药有限公司,微生物代谢工程,南京生物医药有限公司,T20230805,医药,南京生物医药有限公司,V1.0,中国药品监督管理局,http://www.nmpa.gov.cn/,2024-09-23,
45672345JK6H09876T/2023-00345,基因驱动技术,基因编辑,新技术,初审,2023/9/7,深圳基因科技有限公司,深圳环境研究中心,审核中,2023-09-08,待审,深圳基因科技有限公司,基因组编辑工具,深圳基因科技有限公司,T20230806,农业、生物安全,深圳基因科技有限公司,V1.0,深圳市科学技术局,http://www.sz.gov.cn/,2024-09-23,
56783456LM7I10987U/2024-00456,细胞自噬与修复技术,细胞生物学,新技术,初审,2023/9/10,杭州生物科技股份有限公司,浙江大学生命科学研究所,审核中,2023-09-11,待审,杭州生物科技股份有限公司,细胞再生机制,杭州生物科技股份有限公司,T20230807,医疗、再生医学,杭州生物科技股份有限公司,V1.0,浙江省科技厅,http://www.zjkjt.gov.cn/,2024-09-23,
67894567MN8J21098V/2025-00567,快速疫苗开发技术,疫苗研究,新药研发,复审,2023/9/12,武汉生物制品公司,华中科技大学,审核中,2023-09-13,待审,武汉生物制品公司,免疫应答诱导,武汉生物制品公司,T20230808,公共卫生、疫苗,武汉生物制品公司,V1.0,湖北省市场监督管理局,http://scjgj.hubei.gov.cn/,2024-09-23,
78905678OP9K32109W/2026-00678,智能生物传感器,生物传感技术,新技术,初审,2023/9/14,广州高科技有限公司,南方科技大学,审核中,2023-09-15,待审,广州高科技有限公司,生物识别技术,广州高科技有限公司,T20230809,环境监测、食品安全,广州高科技有限公司,V1.0,广州市科技委员会,http://www.gzst.gov.cn/,2024-09-23,
11230400MB2D39456P/2024-00061,细胞工程与组织构建技术,细胞工程,新技术,复审,2023/9/16,长沙生物技术有限公司,中南大学,审核中,2023-09-17,待审,长沙生物技术有限公司,组织再生技术,长沙生物技术有限公司,T20230810,再生医学、医药,长沙生物技术有限公司,V1.0,湖南省科技厅,http://kjt.hunan.gov.cn/,2024-09-23,
11550600MB2D87624P/2024-00062,合成基因组技术,基因工程,新技术,初审,2023/9/18,青岛生物科技有限公司,青岛大学生命科学学院,审核中,2023-09-19,待审,青岛生物科技有限公司,全基因组合成,青岛生物科技有限公司,T20230811,基因疗法、农业,青岛生物科技有限公司,V1.0,青岛市科学技术局,http://www.qd.gov.cn/,2024-09-23,
11370200MB2D50234P/2024-00063,精准药物传递系统,纳米技术,新技术,初审,2023/9/20,西安纳米科技有限公司,西安交通大学,审核中,2023-09-21,待审,西安纳米科技有限公司,纳米药物输送,西安纳米科技有限公司,T20230812,药物输送、医疗,西安纳米科技有限公司,V1.0,陕西省科技厅,http://www.shaanxi.gov.cn/,2024-09-23,
11680900MB2D19485P/2024-00064,基于合成生物的精准农业方案,合成生物,农业技术,初审,2023/9/10,南京现代农业科技有限公司,江苏农业大学,审核中,2023-09-11,待审,南京现代农业科技有限公司,基因修饰作物,南京现代农业科技有限公司,T20230805,农业,南京现代农业科技有限公司,V1.0,江苏省科学技术厅,https://jssst.jiangsu.gov.cn/,2024-09-23,
11490200MB2D78519P/2024-00065,合成生物学在疫苗开发中的应用,疫苗研发,新药研发,初审,2023/9/12,深圳生物医药科技有限公司,广东省人民医院,审核中,2023-09-13,待审,深圳生物医药科技有限公司,重组蛋白表达,深圳生物医药科技有限公司,T20230806,医疗、疫苗,深圳生物医药科技有限公司,V1.0,深圳市科技创新委员会,https://www.sz.gov.cn/,2024-09-23,
11010700MB2D40213P/2024-00066,新一代人工合成酵母菌,微生物工程,新技术,初审,2023/9/15,杭州微生物科技有限公司,浙江大学,审核中,2023-09-16,待审,杭州微生物科技有限公司,合成生物改造,杭州微生物科技有限公司,T20230807,工业、制药,杭州微生物科技有限公司,V1.0,浙江省科技厅,http://www.zj.gov.cn/,2024-09-23,
11830400MB2D63427P/2024-00067,植物基因组编辑平台,基因编辑,农业技术,初审,2023/9/18,武汉农业生物技术研究所,湖北省农科院,审核中,2023-09-19,待审,武汉农业生物技术研究所,基因组编辑技术,武汉农业生物技术研究所,T20230808,农业,武汉农业生物技术研究所,V1.0,武汉市科技局,http://www.wuhan.gov.cn/,2024-09-23,
11740600MB2D87145P/2024-00068,数据驱动的合成生物市场分析平台,信息技术,新技术,初审,2023/9/20,广州基因信息科技有限公司,华南理工大学,审核中,2023-09-21,待审,广州基因信息科技有限公司,大数据分析,广州基因信息科技有限公司,T20230809,商业、科研,广州基因信息科技有限公司,V1.0,广州市科技局,http://www.gz.gov.cn/,2024-09-23,
11260200MB2D94387P/2024-00069,合成生物智能合约管理系统,信息技术,新技术,初审,2023/9/22,天津合成生物公司,天津科技大学,审核中,2023-09-23,待审,天津合成生物公司,区块链技术应用,天津合成生物公司,T20230810,信息技术、科研,天津合成生物公司,V1.0,天津市科学技术局,http://www.tianjin.gov.cn/,2024-09-23,
11950800MB2D12394P/2024-00070,基因合成和组装平台,合成生物,新技术,初审,2023/9/25,长沙生物科技有限公司,中南大学,审核中,2023-09-26,待审,长沙生物科技有限公司,基因合成与自动化,长沙生物科技有限公司,T20230811,医疗、农业,长沙生物科技有限公司,V1.0,湖南省科技厅,http://www.hunan.gov.cn/,2024-09-23,
45320110MB3D38493P/2025-00123,合成生物技术在可再生能源中的应用,新技术,能源技术,初审,2023/9/30,青岛可再生能源科技有限公司,青岛科技大学,审核中,2023-10-01,待审,青岛可再生能源科技有限公司,生物质转化技术,青岛可再生能源科技有限公司,T20230812,能源、环境,青岛可再生能源科技有限公司,V1.0,山东省科学技术厅,http://www.shandong.gov.cn/,2024-09-23,
67281080MB4D91345P/2024-00234,合成生物燃料研发平台,生物能源,新技术,初审,2023/9/2,深圳绿色能源科技公司,深圳市可再生能源研究所,审核中,2023-09-03,待审,深圳绿色能源科技公司,微生物发酵技术,深圳绿色能源科技公司,T20230805,能源、环境,深圳绿色能源科技公司,V1.0,深圳市科学技术创新委员会,https://www.sz.gov.cn/zfgs/,2024-09-23,
