产线名称,所属公司,产线类型,产线地域（国家）,产线地域（省）,产线地域（市）,投资额（数值型）,单位,建设周期,建成年产能（数值型）,单位.1,采集来源,来源链接,采集时间,备注【疑问汇总】
瑞萨氮化镓生产线,瑞萨电子株式会社,化合物产线,日本,滋贺县,长冈京市,25000,万元,2023,3000,万片,2023日本半导体市场白皮书,https://www.japansemiconductors.org,,
西部数据氮化镓优化线项目,西部数据公司,化合物产线,美国,加利福尼亚,圣荷西市,30000,万元,2025,5000,万片,2023年美国半导体投资分析,https://www.westerndigital.com,,
安森美半导体氮化镓生产线,安森美半导体公司,化合物产线,中国,江苏省,南京市,22000,万元,2024,7000,万片,中国半导体产业发展报告,https://www.chinaelectronics.org,,
现代汽车氮化镓创新线项目,现代汽车有限公司,化合物产线,韩国,首尔,首尔市,32000,万元,2023,8500,万片,2023年全球汽车行业研究,https://www.hyundai.com,,
英特尔氮化镓扩展项目,英特尔技术有限公司,化合物产线,美国,亚利桑那州,图森市,80000,万元,2025,12000,万片,2023年英特尔财报,https://www.intel.com,,
阿特梅尔氮化镓新线项目,阿特梅尔公司,化合物产线,中国,山东省,青岛市,10000,万元,2022,6000,万片,中国半导体产业分析报告,https://www.atmel.com,,
国际整流器氮化镓生产线,国际整流器公司,化合物产线,美国,德克萨斯州,达拉斯市,15000,万元,2023,9000,万片,半导体行业咨询,https://www.irf.com,,
中兴氮化镓智能制造线项目,中兴通讯股份有限公司,化合物产线,中国,广东省,广州市,45000,万元,2023,12000,万片,中兴技术年报2023,https://www.zte.com.cn/,,
英飞凌氮化镓研发线项目,英飞凌科技股份公司,化合物产线,德国,巴伐利亚州,慕尼黑,30000,万元,2022,8000,万片,英飞凌财务报告2022,https://www.infineon.com/,,
索尔维氮化镓生产线项目,索尔维中国科技有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2021,9500,万片,化合物半导体行业分析2022,https://www.solvay.com/en,,
博通氮化镓制造产线项目,博通公司,化合物产线,美国,加利福尼亚州,圣荷西,50000,万元,2021,20000,万片,博通年度报告2021,https://www.broadcom.com/,,
德州仪器氮化镓生产线项目,德州仪器有限公司,化合物产线,美国,德克萨斯州,达拉斯,65000,万元,2025,25000,万片,德州仪器2023年市场展望,https://www.ti.com/,,
三星氮化镓扩展线项目,三星电子,化合物产线,韩国,京畿道,平泽市,40000,万元,2024,18000,万片,三星技术报告2024,https://www.samsung.com/,,
立讯精密氮化镓生产线项目,立讯精密工业股份有限公司,化合物产线,中国,广东省,东莞市,32000,万元,2022,11000,万片,立讯精密年度报告2023,https://www.luxshare-ict.com/,,
意法半导体氮化镓生产线项目,意法半导体公司,化合物产线,意大利,拉齐奥大区,罗马,37000,万元,2023,17000,万片,意法半导体2022年行业动态,https://www.st.com/,,
北方电子氮化镓项目,北方电子有限公司,化合物产线,中国,辽宁省,沈阳市,15000,万元,2024,9000,万片,北方电子商务分析2024,https://www.northchip.com/,,
长电科技氮化镓产业线,长电科技股份有限公司,化合物产线,中国,江苏省,南京市,28000,万元,2023,12000,万片,半导体观察,https://www.semiconductorobserver.com,,
Rockley Photonics氮化镓项目,Rockley Photonics Ltd.,化合物产线,美国,加利福尼亚州,洛杉矶市,50000,万元,2024,3000,万片,Silicon Valley Tech News,https://www.siliconvalleytechnews.com,,
台积电氮化镓生产线,台积电(TSMC),化合物产线,中国台湾,台湾省,台南市,60000,万元,2025,5000,万片,市场研报,https://www.marketreports.com,,
亿光电子氮化镓项目,亿光电子(Everlight),化合物产线,中国,浙江省,宁波市,22000,万元,2023,8000,万片,行业聚焦,https://www.industryfocus.com,,
Infineon氮化镓生产线扩张项目,Infineon Technologies AG,化合物产线,德国,巴伐利亚州,慕尼黑市,35000,万元,2023,20000,万片,德企动态,https://www.germanbusinessnews.com,,
旺盛半导体氮化镓产业线,旺盛半导体科技有限公司,化合物产线,中国,海南省,海口市,15000,万元,2024,6000,万片,行业透视,https://www.industryperspective.com,,
信利光电氮化镓项目,信利光电股份有限公司,化合物产线,中国,安徽省,合肥市,40000,万元,2022,10000,万片,半导体市场观察,https://www.semiconductormarketresearch.com,,
安森美半导体氮化镓生产线,安森美半导体公司,化合物产线,美国,德克萨斯州,奥斯丁市,32000,万元,2023,7500,万片,TechCrunch,https://www.techcrunch.com,,
宏发科技氮化镓生产线,宏发科技有限公司,化合物产线,中国,深圳市,深圳市,45000,万元,2024,12000,万片,电子时报,https://www.electronicsweekly.com,,
中科大氮化镓集成电路项目,中国科学院大学,化合物产线,中国,安徽省,合肥市,22000,万元,2021,1000,万片,中国半导体行业协会,http://www.csia.org.cn,,
长江存储氮化镓生产线项目,长江存储科技有限公司,化合物产线,中国,湖北省,武汉市,48000,万元,2022,6000,万片,商道融信,https://www.sdrx.com,,
TI氮化镓芯片制造线项目,德州仪器,化合物产线,美国,得克萨斯州,达拉斯,35000,万元,2023,3000,万片,Texas Instruments Annual Report,https://www.ti.com,,
光启技术氮化镓集成线项目,光启技术有限公司,化合物产线,中国,北京市,北京市,27000,万元,2023,8000,万片,光启科技官网,http://www.kuangqi.com,,
日月光氮化镓半导体生产线项目,日月光半导体制造股份有限公司,化合物产线,台湾,台南市,台南市,39000,万元,2024,7200,万片,SEMICON Taiwan,http://www.semicon.com.tw,,
STMicroelectronics氮化镓生产线项目,意法半导体,化合物产线,法国,摩泽尔省,迪耶普,31000,万元,2023,5000,万片,STMicroelectronics Press Release,https://www.st.com,,
研究院氮化镓材料制造线项目,国家半导体研究院,化合物产线,中国,陕西省,西安市,36000,万元,2022,500,万片,国家半导体报告,http://www.nstc.gov.cn,,
InnovativePhotonics氮化镓成品线项目,"Innovative Photonics, LLC",化合物产线,美国,加利福尼亚州,圣荷西,28000,万元,2023,2000,万片,Photonics West Conference,https://www.photonics.com,,
Littelfuse氮化镓解决方案生产线项目,"Littelfuse, Inc.",化合物产线,美国,伊利诺伊州,芝加哥,22000,万元,2024,3000,万片,Littelfuse Annual Report,https://www.littelfuse.com,,
晶方科技氮化镓生产线项目,晶方半导体有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,3000,万片,行业观察,https://www.industrywatch.com/,,
Entegris氮化镓生产线项目,Entegris Inc.,化合物产线,美国,德克萨斯州,奥斯丁市,35000,万元,2024,2000,万片,SEC filing,https://www.entegris.com/,,
LED晶元氮化镓生产线项目,LED晶元科技,化合物产线,中国,江苏省,南京市,17000,万元,2021,18000,万片,电子行业发展报告,https://www.electronicindustry.com/,,
三星氮化镓产线项目,三星电子,化合物产线,韩国,京畿道,水原市,50000,万元,2022,12000,万片,2022年全球半导体图谱,https://www.semiconductorperspectives.com/,,
博创科技氮化镓生产线项目,博创半导体科技有限公司,化合物产线,中国,山东省,青岛市,25000,万元,2023,5000,万片,半导体与光电市场调研,https://www.semiconductormarketresearch.com/,,
Tokyo Electron氮化镓产线项目,Tokyo Electron Limited,化合物产线,日本,东京,东京市,40000,万元,2024,1000,万片,Tokyo Electron Annual Report,https://www.tel.com/,,
凯恒芯氮化镓生产线项目,凯恒芯科技有限公司,化合物产线,中国,四川省,成都市,30000,万元,2023,7000,万片,科技经济研究院,https://www.technologyresearch.com/,,
意法半导体氮化镓生产线项目,意法半导体公司,化合物产线,意大利,拉齐奥大区,罗马市,28000,万元,2022,4500,万片,意法半导体季度报告,https://www.st.com/,,
光启技术氮化镓生产线项目,光启技术有限公司,化合物产线,中国,福建省,厦门市,15000,万元,2024,3000,万片,2023年中国半导体行业报告,https://www.chinasemiconductorreport.com/,,
光宇氮化镓量产线项目,光宇半导体有限公司,化合物产线,中国,浙江省,杭州市,15000,万元,2023,8000,万片,半导体行业观察,https://www.semi-china.com/,,
瑞尔泰氮化镓生产线项目,瑞尔泰科技股份有限公司,化合物产线,中国,四川省,成都市,22000,万元,2022,10000,万片,中国半导体行业发展报告,https://www.csia.org.cn/,,
艾睿氮化镓创新线项目,艾睿半导体有限公司,化合物产线,美国,加利福尼亚州,洛杉矶,30000,万元,2023,12000,万片,Semiconductor Digest,https://www.semiconductordigest.com/,,
优利特氮化镓生产线项目,优利特科技有限公司,化合物产线,日本,东京,东京,18000,万元,2024,9000,万片,日本半导体协会,https://www.semi.org/en,,
新选半导体氮化镓项目,新选半导体科技有限公司,化合物产线,中国,江苏省,南京市,25000,万元,2025,15000,万片,纳米科技年度报告,https://www.nanotech.org/,,
博创氮化镓生产线项目,博创科技股份有限公司,化合物产线,中国,河北省,石家庄市,10000,万元,2021,5000,万片,中国半导体产业发展中心,https://www.cis.org.cn/,,
科锐氮化镓制造矩阵,科锐半导体公司,化合物产线,美国,德克萨斯州,奥斯丁,28000,万元,2024,11000,万片,IC Insights,https://www.icinsights.com/,,
三维氮化镓生产线项目,三维科技有限公司,化合物产线,韩国,京畿道,水原市,15000,万元,2022,7000,万片,韩国电子商会,https://www.keia.or.kr/,,
捷联氮化镓生产线项目,捷联半导体公司,化合物产线,中国,湖北省,武汉市,17000,万元,2023,8500,万片,国际半导体技术协会,https://www.sia-online.org/,,
星光氮化镓光电产线项目,星光半导体科技有限公司,化合物产线,中国,北京,北京市,35000,万元,2023,2000,万片,半导体行业协会,https://www.semiconductor.org,,
京东方氮化镓新材料项目,京东方科技集团股份有限公司,化合物产线,中国,江苏省,南京市,45000,万元,2024,6000,万片,中国半导体市场分析报告,https://www.cmos.com.cn,,
创意电源氮化镓技术中心,创意电源（深圳）有限公司,化合物产线,中国,广东省,东莞市,28000,万元,2023,5000,万片,电源管理杂志,https://www.powermanagementmag.com,,
Raytech氮化镓高效产线,Raytech Innovations,化合物产线,美国,加州,硅谷,36000,万元,2025,7000,万片,市场研究公司,https://www.marketresearch.com,,
未来能源半导体项目,未来能源科技股份有限公司,化合物产线,中国,四川省,成都市,42000,万元,2023,3500,万片,中国创投网,https://www.chinaventure.com.cn,,
全球半导体氮化镓新线项目,Global Semiconductor Corp.,化合物产线,日本,东京,日本东京,50000,万元,2024,8000,万片,亚洲半导体产业分析,https://www.asiansemiconductor.com,,
联创半导体氮化镓规模产线,联创半导体公司,化合物产线,中国,浙江省,杭州市,31000,万元,2023,4500,万片,中国半导体新闻网,https://www.semiconductornews.cn,,
欧洲新材料氮化镓项目,欧洲新材料有限公司,化合物产线,法国,巴黎,巴黎市,39000,万元,2024,5000,万片,欧洲半导体市场研究,https://www.europesemiconductor.com,,
科锐半导体氮化镓新项目,科锐科技有限公司,化合物产线,中国,湖北省,武汉市,27500,万元,2023,3200,万片,中国科技进步网,https://www.ctb.cn,,
德州仪器氮化镓先进技术生产线,德州仪器有限公司,化合物产线,美国,德克萨斯州,达拉斯市,48000,万元,2022,9000,万片,技术市场趋势,https://www.techmarkettrends.com,,
深圳微电子氮化镓生产线项目,深圳微电子科技有限公司,化合物产线,中国,广东省,深圳市,22000,万元,2023,8000,万片,产业动态网,https://www.chanyexinxi.com/,,
华中科技氮化镓项目,华中科技有限责任公司,化合物产线,中国,湖北省,武汉市,15000,万元,2024,6000,万片,中国半导体协会,http://www.csia.org.cn/,,
安博科技氮化镓成品线项目,安博科技有限公司,化合物产线,中国,江苏省,南京市,28000,万元,2023,12000,万片,电子产业观察,http://www.eetimes.cn/,,
汉字芯片氮化镓项目,汉字科技股份有限公司,化合物产线,中国,浙江省,杭州,32000,万元,2025,15000,万片,未来科技周刊,https://www.techweekly.com/,,
东北半导体氮化镓生产线项目,东北半导体技术有限公司,化合物产线,中国,吉林省,长春市,17000,万元,2022,9000,万片,半导体信息网,https://www.semi-info.com/,,
雪际科技氮化镓制造线项目,雪际科技集团,化合物产线,中国,山西省,太原市,11000,万元,2024,4700,万片,山西日报,http://www.shanxi.gov.cn/,,
Sony Semiconductor氮化镓工厂项目,Sony Semiconductor Solutions Corporation,化合物产线,日本,东京都,东京市,50000,万元,2023,30000,万片,Sony官方新闻,https://www.sony.com/,,
GlobalFoundries氮化镓制造线项目,GlobalFoundries Inc.,化合物产线,美国,纽约州,阿尔巴尼市,45000,万元,2022,25000,万片,GlobalFoundries官网,https://www.globalfoundries.com/,,
STMicroelectronics氮化镓生产线项目,STMicroelectronics,化合物产线,法国,伊夫林省,布尔日,36000,万元,2024,20000,万片,STMicroelectronics新闻发布,https://www.st.com/,,
台积电氮化镓生产线项目,台积电股份有限公司,化合物产线,台湾,台南市,台南市,60000,万元,2025,35000,万片,台积电年度报告,https://www.tsmc.com/,,
华虹半导体氮化镓产线项目,华虹半导体有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2021,12000,万片,中国半导体产业报告,https://www.csia.org.cn,,
